index,content,token
83,"That genetic component, it turns out, relates directly to how specific neural circuits in the brain wire up, the chemicals they use, and the way they use those chemicals.",170
84,A topic that we are going to discuss in depth today.,52
85,"Now, if you have a close relative with ADHD, that does not mean that you are faded to have ADHD.",96
86,"And if you happen to have ADHD, there are ways to overcome those symptoms of lack of attention in pulsivity and so on.",118
87,Another important point about ADHD is that it has nothing to do with intelligence.,82
88,"Whether or not we're talking about intelligence measured by a standard IQ test, or rather controversial issue, as many of you probably know, there are lots of forms of intelligence that a standard IQ test just wouldn't pick up.",227
89,"Emotional intelligence, musical intelligence, spatial intelligence, all sorts of intelligences.",95
90,None of them are related to ADHD.,33
91,Being very high functioning doesn't make you more likely to have ADHD.,70
92,And being ADHD doesn't necessarily mean that you have a low IQ.,63
93,"So there are people with ADHD, you have low IQs, people with ADHD with high IQs, people with ADHD with high emotional IQ, or with low IQ in the emotional scale.",160
94,It's all over the place.,24
95,"The important point is that your ability to attend and focus does not relate to how smart you are, or your IQ of any type, not just a standard IQ.",146
96,The renaming of ADD to ADHD took place in the mid to late 1980s.,64
97,When the psychiatric community and the psychological community started taking better notice of the fact that so-called hyperactive kids also had attentional issues.,164
98,"This might seem obvious, but there's been extensive and ongoing revision of the criteria for designating a psychiatric disorder.",128
99,"It's still an ongoing process, even today.",42
100,"So in the mid-80s, we started hearing about ADHD, and then gradually that term ADD has been dropped away.",105
101,"However, just the renaming of ADD to ADHD has led to much better diagnosis and detection of ADHD.",97
102,"So right now, the current estimates are that about one in ten children and probably more have ADHD.",99
103,The current estimates are anywhere from 10% to as high as 12%.,62
104,"Now fortunately, about half of those will resolve with proper treatment.",72
105,But the other half typically don't.,35
106,The other thing that we are seeing a lot nowadays is increased levels of ADHD in adults.,88
107,"And there's some question as to whether or not those adults had ADHD that went undetected during their childhood, or whether or not ADHD is now cropping up in adulthood due to the way that we are interacting with the world.",223
108,"In particular, smart phone use, the combination of email, text, real-world interactions, multiple apps and streams of media and social media all coming in at once, trying to manage life, all of the things that are going on are creating kind of cloud of pulls on our attention.",276
109,And so there is this question to whether or not we are creating ADHD in adults that never had ADHD prior to being an adult.,123
110,So let's talk about attention.,30
111,"And first, let's just define what we mean by attention.",55
112,"Out there in the scientific literature and discussions about ADHD, we will hear things like attention and focus and concentration and impulse control.",150
113,"For sake of today's discussion, attention, focus and concentration are essentially the same thing.",98
114,"Okay, we could split hairs and the scientific literature does split hairs about these.",86
115,"But if we want to understand the biology and we want to have a straightforward conversation about ADHD, if I say attention or focus, I'm basically referring to the same thing, unless I specify otherwise.",203
116,"Okay, so people with ADHD have trouble holding their attention.",63
117,What is attention?,18
118,"Well, attention is perception.",30
119,It's how we are perceiving the sensory world.,45
120,"So just a little bit of neurobiology 101, we are sensing things all the time.",77
121,There's information coming into our nervous system all the time.,64
122,"For instance, right now, you are hearing sound waves.",53
123,You are seeing things.,22
124,You are sensing things against your skin.,41
125,But you are only paying attention to some of those.,51
126,And the ones that you're paying attention to are your perceptions.,66
127,"So if you hear my voice, you are perceiving my voice.",53
128,You are not paying attention to your other senses at the moment.,64
129,"Okay, you might even be outside in a breeze.",44
130,"And until I said that, you might not be perceiving that breeze, but your body was sensing it all along.",103
131,So attention and focus are more or less the same thing.,55
132,But impulse control is something separate.,42
133,Because impulse control requires pushing out or putting the blinders on to sensory events in our environment.,109
134,It means lack of perception.,28
135,Impulse control is about limiting our perception.,49
136,People with ADHD have poor attention and they have high levels of impulsivity.,78
137,They are easily distractable.,29
138,But the way that shows up is very surprising.,45
139,You might think that people with ADHD just simply can't attend to anything.,75
140,They really can't focus even if they really want to.,52
141,But that's simply not the case.,31
142,"People with ADHD, yes, they are distractable.",45
143,"Yes, they are impulsive.",24
144,"Yes, they are easily annoyed by things happening in the room.",61
145,"They sometimes have a high level of emotionality as well, not always, but often.",80
146,"However, people with ADHD can have a hyper focus and incredible ability to focus on things that they really enjoy or are intrigued by.",134
147,Now this is a very important point because typically we think of somebody with ADHD as being really wild and hyperactive or having no ability whatsoever to sit still and attend.,177
148,"And while that phenotype as we call it, that contour of behavior and cognition can exist, many people, if not all people with ADHD, if you give them something they really love, like the child loves video games or if a child loves to draw, or if an adult loves a particular type of movie or a person very much, they will obtain laser focus without any effort.",358
149,"So that tells us that people with ADHD have the capacity to attend, but they can't engage that attention for things that they don't really, really want to do.",158
150,"And as we all know, much of life, whether or not you're a child or an adult, involves doing a lot of things that we don't want to do.",133
151,"Much of our schooling involves doing things that we would prefer not to do and sort of forcing ourselves to do it, to attend, even though we are not super interested in what we are attending to.",194
152,There are a couple other things that people with ADHD display quite often.,74
153,One is challenges with time perception.,39
154,Time perception is a fascinating aspect of how our brain works.,63
155,And later we're going to talk about time perception and how you can actually get better at time perception.,107
156,It's very likely that right now you are doing things that get in the way of optimal time perception.,100
157,And I will tell you how to adjust your ability to measure time with your brain.,79
158,People with ADHD often run late.,32
159,They often procrastinate.,25
160,"But what's interesting and surprising is that if they are given a deadline, they actually can perceive time very well.",118
161,And they often can focus very well if the consequences of not completing a task or not attending are severe enough.,115
162,It's a little bit like the way that people with ADHD can really focus if they like something.,93
163,"Well, if they're scared enough about the consequences of not attending, often times, not always, but often times they can attend.",129
164,"If they're not really concerned about a deadline or a consequence, well, then they tend to lose track of time and they tend to underestimate how long things will take.",167
165,"Now many people do that, not just people with ADHD, but people with ADHD have challenges understanding how to line up the activities of their day in order to meet particular deadlines.",184
166,Even if it's just a simple thing like finishing one set of tasks before lunch.,78
167,"Oftentimes they will remember that lunch starts at noon, but somehow they aren't able to fill the intervening time in a way that's productive.",142
168,"And they can obsess about the upcoming deadline, for instance.",62
169,We will talk about how to remedy this.,38
170,"In addition, their spatial organization skills are often subpar, not always, but often you will find that somebody with ADHD uses what's called the pile system in order to organize things.",188
171,"They will take many belongings, and this could be in the kitchen or in their bedroom or in their office, or in any space, and they will start piling things up according to a categorization system that makes sense to them and only them.",235
172,It doesn't really have any logical framework.,45
173,"Now many people use the pile system, and if you use the pile system that doesn't mean that you have ADHD, in fact if you're unpacking a house or you've moved recently, or you've received a lot of presence recently, the pile system makes perfect sense to organize your space.",274
174,"But people with ADHD tend to organize things according to the pile system all the time, and that pile system doesn't work for them.",131
175,"That's the key distinction that they use a filing system, and it's not really files.",84
176,"They're piling things up in a way that makes sense to them, but then it doesn't work for them in terms of what tasks they actually need to perform.",147
177,"They can't find things, or if anyone moves one thing, then it's very disruptive to their overall plan, because their overall plan doesn't really work in the first place.",169
178,"That's a common phenotype, as we call it.",41
179,"A phenotype, by the way, is just an expression of a particular set of underlying genetic or psychological components.",117
180,We see the phenotype.,21
181,A phenotype would be brown hair and green eyes.,47
182,"For me, a phenotype could also be that somebody uses the piling system.",71
183,The other thing that people with ADHD have real trouble with is so-called working memory.,89
184,"You might think that people with ADHD would have really poor memories, but in fact that's not the case.",103
185,People with ADHD often can have a terrific memory for past events that can remember upcoming events quite well.,111
186,Their memory is clearly working.,32
187,"However, one aspect of memory in particular that we call working memory is often disrupted.",91
188,"Working memory is the ability to keep specific information online, to recycle it in your brain over and over again, so that you can use it in the immediate or short term.",170
189,"A good example of this would be, you meet somebody, they tell you their name, they give you their phone number verbally, and you have to walk back to your phone and enter it into your phone.",190
190,People without ADHD might have to put some effort into it.,58
191,"It might feel like a bit of a struggle, but typically they would be able to recite that phone number in their mind over and over, and then put it into their phone.",163
192,"So with ADHD, tend to lose the ability or lack the ability to remember things that they just need to keep online for anywhere from 10 seconds to a minute or two.",161
193,"So a string of numbers like 643781, for most people would be pretty easy.",73
194,"643781, 643781, you could probably remember that a minute from now without writing it down.",91
195,"But if you add one more number to that 6437813, it gets tougher.",64
196,So there's a reason why phone numbers typically have seven digits in them.,74
197,"Of course, there's an area code, but remembering information that strings out longer than seven numbers or a sentence or two, that's challenging for most people.",161
198,"People with ADHD have severe challenges, even with much smaller batches of information over even much smaller batches of time.",126
199,"Deficits in working memory are also something that we see in people who have front of temporal dementia, so damage to the frontal lobes, or age-related cognitive decline.",170
200,"And so it will come as no surprise that later when we discuss treatments, supplements, and other tools for ADHD that many of those treatments, supplements, and tools for ADHD are similar to the ones that work for age-related cognitive decline.",243
201,"Okay, so we've more or less established the kind of menu of items that people with ADHD tend to have, some have all of them, some have just a subset of them.",157
202,"Their severity can range from very intense to mild, but in general it's challenges with attention and focus, challenges with impulse control.",141
203,They get annoyed easily.,24
204,They have kind of an impulsivity.,33
205,They can't stay on task.,24
206,Time perception can be off.,27
207,They use the piling system or a system that doesn't work well for them in order to organize their things in physical space.,123
208,And they have a hard time with anything that's mundane that they're not really interested in.,93
209,"But again, I just want to highlight that people with ADHD are able to obtain heightened levels of focus, even hyper-focus, for things that are exciting to them, and that they really want to engage in.",200
210,Now you have the contour of what ADHD is.,41
211,"And if you're somebody who doesn't have ADHD, you should also be asking yourself which aspects of ADHD are similar to things I've experienced before.",149
212,Because what we know about the healthy brain is that there's also a range of abilities to focus.,96
213,Some people focus very well on any task.,40
214,You give them a task.,21
215,They can just laser in on that task.,36
216,"Other people, they have to fight an internal battle.",52
217,They have to convince themselves that it's important or interesting.,68
218,They have to incentivize themselves internally.,47
219,Other people doesn't matter.,28
220,"They could be bored to tears with the information, but they can do it just because they are, quote, unquote, very disciplined people.",133
221,"We tend to admire those people, but as you'll see a little bit later, it's not clear that that's the best way to run your attentional system.",141
222,It might be something to this business of having heightened levels of attention for the things that you are most interested or excited by.,138
223,So let's drill into this issue of why people with ADHD actually can focus very intensely on things that they enjoy and are curious about.,137
224,Injouement and curiosity are psychological terms.,49
225,They're not even really psychological terms.,44
226,"They're just the way that we describe our human experience of liking things, wanting to know more about them.",109
227,"But from a neurobiological perspective, they have a very clear identity and signature.",86
228,And that's dopamine.,20
229,Dopamine is released from neurons.,34
230,It's what we call a neuromodulator.,35
231,"And as a neuromodulator, it changes the activity of the circuits in the brain such that certain circuits are more active than others.",133
232,"And in particular, dopamine creates a heightened state of focus.",64
233,It tends to contract our visual world and it tends to make us pay attention to things that are outside and beyond the confines of our skin.,139
234,That's what we call exteroception.,34
235,Dopamine also tends to put us in a state of motivation and wanting things outside the confines of our skin.,107
236,"So whether or not we're pursuing something physical in our world or whether or not we're pursuing information in our outside world, dopamine is largely responsible for our ability and our drive to do that.",205
237,But dopamine as a neuromodulator is also involved in changing the way that we perceive the world.,97
238,"So as I mentioned earlier, you have all these senses coming in and you can only perceive some of them because you're only paying attention to some of them.",155
239,Dopamine when it's released in our brain tends to turn on areas of our brain that narrow our visual focus and our auditory focus.,129
240,So it creates a cone of auditory attention that's very narrow creates a tunnel of visual attention that's very narrow.,118
241,"Whereas when we have less dopamine, we tend to view the entire world.",69
242,We tend to see the whole scene that we are in.,46
243,We tend to hear everything all at once.,39
244,"So as I describe this, hopefully you're already starting to see and understand how having dopamine release can allow a person, whether or not they have ADHD or not, to direct their attention to particular things in their environment.",233
245,So now what we're doing is we're moving away from attention as this kind of vague ambiguous term and we're giving it a neurochemical identity dopamine and we are giving it a neural circuit identity.,198
246,"And just to put a little bit of flavor and detail on which neural circuits those are, I want to discuss two general types of neural circuits that dopamine tends to enhance.",172
247,"So let's talk neural circuits and for those of you that love hearing neuroscience, nomenclature, you're going to eat this part up.",130
248,"And for those of you that don't like a lot of names of brain areas, I invite you to tune out or just try and grab the top contour of this.",138
249,"I will describe it in pretty general terms, but I will give some detail because I know there are some of you out there who really want to dig deeper into what the exact structures and connectivity is are.",204
250,"Okay, so there are two main types of circuits that we need to think about with respect to ADHD attention and dopamine.",118
251,The first one is called the default mode network.,49
252,The default mode network is the network of brain areas in your brain and my brain and everybody's brain that is active when we're not doing anything when we're just sitting there idle at rest.,192
253,"Now, it's very hard to not think about anything, but when you're not engaged in any type of specific task, so you're not driving, you're not playing a video game, you're not trying to study, you're not trying to listen, you're just sitting there letting your brain kind of go wherever it wants to go.",300
254,Your default mode network underlies that state of mind.,55
255,"The other set of circuits that we're going to think about and talk about with respect to ADHD are the task networks, the networks of the brain that make you goal oriented or that are at least trying to make you goal oriented.",225
256,And those are a completely different set of brain areas.,56
257,"However, the default mode network and these task networks are communicating with one another and they're doing that in very interesting ways.",141
258,"So first I want to describe how these two sets of brain areas, the default mode network and the task networks normally interact.",128
259,"Okay, so little bit of naming here again, feel free to ignore it if you don't want this level of detail, but the default mode network includes an area called the Dorsal Lateral Prefrontal Cortex.",195
260,"Frontal Cortex, no surprises in the front and you have a Dorsal, the top and side lateral part, Dorsal Lateral Prefrontal Cortex.",129
261,"You got one on each side of your brain, right?",46
262,And then you have a brain area called the posterior Singulate Cortex.,69
263,And then you have an area called the Lateral Parietal Lobe.,59
264,"Again, you don't need to remember these names, these are three brain areas that normally are synchronized in their activity.",124
265,"So when one of these areas is active in a typical person, the other areas would be active as well.",98
266,"So it's a little bit like a symphony or a band, like a three piece band.",72
267,"It's like drums, guitar and bass.",33
268,They're playing together.,25
269,"Okay, that's how it is in a typical person in a person with ADHD or even a person who has subclinical ADHD or in any human being who hasn't slept well, what you find is the default mode network is not synchronized.",214
270,These brain areas are just not playing well together.,53
271,"Now, the task networks include a different set of structures.",61
272,"It still involves the prefrontal cortex, but it's a different part of the prefrontal cortex.",92
273,"Okay, tends to be the medial prefrontal cortex.",47
274,"And there are some other brain areas that the medial prefrontal cortex is communicating to all the time, mainly to suppress impulses.",133
275,It's shutting down the desire to stand up or to scratch the side of your cheek or your nose if you're trying not to do that.,124
276,"Anytime you're restricting your behavior, these task directed networks are very active.",87
277,"Okay, now normally in a person without ADHD, the task networks and the default mode networks are going in kind of seesaw fashion.",129
278,And they are actually what we call anti correlated.,51
279,So it's not just that they are not correlated.,46
280,They are actually opposing one another.,39
281,They are anti correlated.,25
282,"In a person with ADHD, the default mode networks and the task networks are actually more coordinated.",101
283,That might come as surprising.,30
284,"I think that we all have this tendency to kind of jump to conclusion and assume that somebody who doesn't have an easy time paying attention or has ADHD, that their brain must be completely incoherent, that it's not working well and because everything is out of whack.",268
285,But there's something interesting about people with ADHD whereby the task networks and the default mode networks are actually working together in a way that's correlated.,170
286,And that is what's abnormal.,28
287,"So this would be like the guitar, bass and the drums playing together in a way where the bass isn't keeping the backbeat and the drums aren't keeping the backbeat.",163
288,That they're playing together.,30
289,They're all playing the melodies and harmonies in a way that just doesn't sound right.,86
290,That's what's going on in the brain of somebody with ADHD.,58
291,"And we can now confidently say based on brain imaging studies that when somebody gets better when they're treated for ADHD or when they age out of ADHD, as sometimes is the case, that the default mode networks and the task networks tend to become anti correlated again.",269
292,"Okay, so that's the underlying neurobiology, but you'll notice that I didn't mention dopamine at all.",101
293,What dopamine is doing in this context is dopamine is acting like a conductor.,78
294,"Dopamine is saying, if this circuit should be active, then that circuit should be active.",89
295,It should be default mode network.,34
296,"And then when the default mode network is not active, then it should be the task network.",89
297,"So it's really acting as a conductor saying, you go now, you go now, you go now, you go.",88
298,"And in ADHD, there's something about the dopamine system that is not allowing it to conduct these networks and make sure that they stay what, you know, the engineers are physicists or mathematicians would say out of phase to be anti correlated.",244
299,"Okay, out of phase and anti correlate essentially the same thing, at least for purposes of this discussion.",107
300,So that raises two questions.,29
301,"Could it be that dopamine is not at sufficiently high levels, or could it be that dopamine is just doing it all wrong?",118
302,"In other words, is there no conductor or is the conductor playing with like little tiny toothpicks?",99
303,And so the instruments can't see what they're supposed to do.,61
304,"They can't get the instruction because it's just not loud enough, so to speak.",78
305,"Or could it be that the information is getting out, but the information that's getting out is wrong.",100
306,"The conductor is there, but the conductor isn't very good at conducting.",72
307,"Now we can gain insight into how this system works and fails and how to treat it by looking at some of the current and previous treatments for ADHD, as well as some of the recreational drugs that people with ADHD tend to pursue and like.",237
308,Now I'm certainly not a proponent of people with ADHD taking drugs recreationally.,82
309,That's not what this is about.,30
310,"But if you look at their drug seeking behavior and you couple that drug seeking behavior to their desire to remedy their attention deficit, you start gaining some really interesting insight into how dopamine is regulating these circuits in normal circumstances and in people with ADHD.",285
311,So what exactly is going on with the dopamine system in people with ADHD and what's going on with the dopamine system in people that have terrific levels of attention for any task?,180
312,"Well, in the year 2015, an important paper came out, the first author is Spencer, and it came out in a journal called biological psychiatry.",140
313,And it formalized the so-called low dopamine hypothesis of ADHD.,64
314,The idea that dopamine was somehow involved or not at the appropriate levels in people with ADHD had been around for a pretty long time.,136
315,But a formal proposition of the low dopamine hypothesis led to some really important experiments and understanding of what goes wrong in ADHD.,142
316,"It turns out that if dopamine levels are too low in particular circuits in the brain, that it leads to unnecessary firing of neurons in the brain that are unrelated to the task that one is trying to do and that is unrelated to the information that one is trying to focus on.",274
317,"So if you think back before you've got this default mode network and a task related network and they need to be in this kind of concert of anti-correlation and in ADHD, they're firing together.",193
318,"Well, the problem seems to be that when dopamine is low, certain neurons are firing when they shouldn't be.",107
319,"This is like a band, right?",27
320,We'll go back to our band that's a guitar or bass and a person playing the drums.,81
321,"And it's as if one of those or several of those instruments are playing notes when they shouldn't be playing, right?",116
322,The pauses in music are just as important as the actual playing of notes.,73
323,"When dopamine is too low, neurons fire more than they should in these networks that govern attention.",101
324,This is the so-called low dopamine hypothesis.,46
325,"And if you start looking anecdotally at what people with ADHD have done for decades, not just recently since the low dopamine hypothesis has been proposed, but what they were doing in the 1950s and then the 1940s and the 1960s, what you find is that they tend to use recreational drugs or they tend to indulge in non-drug stimulants.",333
326,"So things like drinking six cups of coffee or quadruple espresso or when it was more prominent, smoking a half a pack of cigarettes and drinking four cups of coffee a day.",171
327,"Or if the person had access to it using cocaine as a recreational drug or amphetamine as a recreational drug, all of those substances that I just described, in particular cocaine and amphetamine, but also coffee and cigarettes, increased levels of multiple neurotransmitters, but all have the quality of increasing levels of dopamine in the brain and in particular in the regions of the brain that regulate attention and these task related and default mode networks.",466
328,"Now young children, fortunately, don't have access to those kinds of stimulants most of the time and those stimulants all have high potential for abuse in adults.",162
329,"So we will talk about the potential for abuse in a few minutes, but if you look at children, even very young children with ADHD, they show things like preference for sugary foods, which also act as dopamine inducing stimulants.",227
330,"Now of course, once they get access to soda pop and coffee and tea, they start to indulge in those more than other people.",122
331,"For a long time, it was thought that children with ADHD consume too many sugary foods or drank too much soda or adults with ADHD would take recreational drugs like methamphetamine or cocaine or would drink coffee to excess or smoke cigarettes to excess because they had poor levels of attention and because they couldn't make good decisions.",341
332,They were too impulsive and so forth.,37
333,"And while that certainly could be the case, knowing what we now know about dopamine and the fact that having enough dopamine is required in order to coordinate these neural circuits that allow for focus and quality decision making.",231
334,An equally valid idea is that these children and these adults are actually trying to self-medicate by pursuing these compounds.,127
335,Things like cocaine lead to huge increases in dopamine.,55
336,"Well, what happens when somebody with ADHD takes that drug?",59
337,It turns out they actually obtain heightened levels of focus.,61
338,Their ability to focus on things other than things they absolutely care intensely about goes up.,96
339,"Likewise, children who consume anything that increases their levels of dopamine.",80
340,"If those children have ADHD, they tend to be calmer.",52
341,They tend to be able to focus more.,35
342,Now this is very different than children who do not have ADHD.,62
343,"When they consume too much sugar, they tend to become super hyperactive.",72
344,"When they consume any kind of stimulant, they tend to go wild and run around like crazy.",88
345,I actually have an anecdote about this just to illustrate it.,61
346,I have a friend.,16
347,He has two children that are now in their teens and 20s.,56
348,"But when they were little, one time I brought them some chocolate just as a gift when I showed up at their house.",113
349,"And within 30 minutes, the kids were running around like crazy.",63
350,"I mean, they were pretty high energy kids, but they were going bonkers.",71
351,"And that's actually when the mother, my friend at the time, unfortunately, still now looked at the chocolate and realized that it was chocolate with espresso beans.",164
352,It was like dark chocolate espresso beans.,42
353,So I was really at fault there.,31
354,You don't want to give kids dark chocolate with espresso beans.,63
355,"But what you're really seeing that hyperactivity, that is dopamine.",67
356,"It's the sugar combined with the caffeine in this case, combined with a few other compounds that exist in chocolate that really increase our levels of alertness and our tendency to want to move around a lot.",207
357,Okay.,5
358,So dopamine and low levels of dopamine apparently are what's wrong in people with ADHD.,87
359,"That dopamine hypothesis is what led to the idea that treating people, children and adults included with dopamine, urgent compounds would somehow increase their ability to focus.",178
360,"And if you look at the major drugs that were developed and now marketed by pharmaceutical companies for the treatment of ADHD, those drugs have names like riddlein nowadays.",173
361,"It's typically things like aterol, Modaphanil and some of the other derivatives.",80
362,They all serve to increase levels of dopamine in particular dopamine in the networks that control task directed behavior and that coordinate the default mode network and these task related networks.,198
363,So many of you have probably heard of riddlein.,47
364,Riddlein is a prescription stimulant that is prescribed for ADHD as well as for narcolepsy.,91
365,"Narcolepsy is a condition in which people tend to fall asleep during the daytime, quite a lot excessive daytime sleepiness, not due to lack of sleep at night, but also tend to fall asleep when they get excited.",210
366,"If they're really emotionally excited or about to eat or any other kind of activity that would normally get somebody really aroused in alert, people with narcolepsy tend to fall asleep or they tend to become what's called catapultic.",233
367,They tend to just sort of go limp in the muscles.,49
