index,content,token
78,"The way that your body uses dopamine is to have a baseline level of dopamine meaning an ounce of dopamine that circulating in your brain and body all the time and that turns out to be important for how you feel generally, whether or not you're in a good mood, motivated, etc.",275
79,And you also can experience peaks in dopamine above baseline.,61
80,This has a very specific name in the neurobiology literature so called tonic and phasic release of dopamine and I'll explain what that means in a couple of minutes.,164
81,"But if you remember nothing else from this episode, please remember this that when you experience something or you crave something really desirable, really exciting to you, very pleasurable.",190
82,What happens afterwards is your baseline level of dopamine drops.,65
83,"So these peaks in dopamine, they influence how much dopamine will generally be circulating afterward and you might think, oh, a big peak in dopamine after that, I'm going to feel even better because I just had this great event.",227
84,Not the case.,13
85,What actually happens is that your baseline level of dopamine drops and I will explain the precise mechanism for that.,118
86,"Okay, in the neuroscience literature, we refer to this as tonic and phasic release of dopamine, tonic being the low level baseline that's always there circulating released into your brain all the time and then phasic, these peaks that ride above that baseline.",260
87,And those two things interact and this is really important.,59
88,"I'm going to teach you the underlying neurobiology, but even if you have no background in biology, I promise to make it all clear.",130
89,I'll explain the terms and what they mean.,42
90,And I'm excited to teach you about dopamine because dopamine has everything to do with how you feel right now as you're listening to this.,138
91,It has everything to do with how you will feel an hour from now has everything to do with your level of motivation and your level of desire and your willingness to push through effort.,184
92,"If ever you've interacted with somebody who just doesn't seem to have any drive they've given up or if you've interacted with somebody who seems to have endless drive and energy, what you are looking at there in those two circumstances is without question a difference in the level of dopamine circulating in their system.",322
93,"There will be other factors too, but the level of dopamine is the primary determinant of how motivated we are, how excited we are, how outward facing we are and how willing we are to lean into life and pursue things.",216
94,Dopamine is what we call a neuromodulator.,42
95,Neuromodulators are different than neurotransmitters.,53
96,"Neurotransmitters are involved in the dialogue between neurons, nerve cells.",76
97,And neurotransmitters tend to mediate local communication.,58
98,Just imagine two people talking to one another at a concert.,60
99,"That communication between them is analogous to the communication carried out by neurotransmitters, whereas neuromodulators influence the communication of many neurons.",168
100,Imagine a bunch of people dancing where it's a coordinated dance involving 10 or 20 or hundreds of people.,106
101,Neuromodulators are coordinating that dance.,44
102,In the nervous system what this means is that dopamine release changes the probability that certain neural circuits will be active and that other neural circuits will be inactive.,179
103,So it modulates a bunch of things all at once.,46
104,"That's why it's so powerful at shifting not just our levels of energy but also our mindset, also our feelings of whether or not we can or cannot accomplish something.",166
105,So how does dopamine work and what does it do?,46
106,"First of all, it is not just responsible for pleasure.",54
107,It is responsible for motivation and drive primarily at the psychological level.,80
108,"Also for craving, those three things are sort of the same, motivation driving, craving.",87
109,It also controls time perception.,33
110,And we will get deep into how dopamine can modulate time perception and how important it is that everybody be able to access increases in dopamine at different time scales.,172
111,"This turns out to be important to not end up addicted to substances, but it also turns out to be very important to sustain effort and be a happy person over long periods of time, which I think most everybody wants.",214
112,It certainly is adaptive in life to be able to do that.,55
113,Dopamine is also vitally important for movement.,48
114,I'll explain the neural circuits for dopamine and mindset and dopamine in movement in a moment.,95
115,"But in diseases like Parkinson's or Louis body's dementia, which is similar to Parkinson's in many ways.",104
116,"There is a depletion or death of dopamine neurons at a particular location in the brain, which leads to shaky movements, challenges in speaking, challenges in particular in initiating movement.",193
117,"And because dopamine is depleted elsewhere, two people with Parkinson's and Louis, excuse me, Louis body dementia also experience drops in motivation and affect meaning mood.",174
118,They tend to get depressed and so on.,37
119,"When those people are properly treated, they can, not always, but they can recover some fluidity of movement, some ability to initiate movement.",144
120,"And almost without question, those people feel better psychologically, not just because they can move, but also because dopamine impacts mood and motivation.",157
121,So what are the underlying neural circuits for those of you that are not interested in biology and specific nomenclature?,121
122,"You can tune out now if you want, but it's actually pretty straightforward.",75
123,You have two main neural circuits in the brain that dopamine uses in order to exert all its effects.,100
124,"The first one is a pathway that goes from this area in the, what's called the ventral tegmentum, that's a fancy, but ventral just means bottom.",143
125,"And tegmentum actually means floor, so it's at the bottom of the brain, and it's the ventral part of the floor, so it's really low in the back of the brain, the ventral tegmentum.",179
126,And it goes from the ventral tegmentum to what's called the ventral striatum and the prefrontal cortex.,103
127,"Now that's a lot of language, but basically what we call this is the mesocortico limbic pathway.",96
128,"This is the pathway by which dopamine influences motivation, drive, and craving.",80
129,"It involves structures that some of you may have heard of before, things like nucleus accumbens and the prefrontal cortex.",122
130,"This is the pathway that really gets disrupted in addictions where in particular, drugs that influence the release of dopamine, like cocaine and methamphetamine, we'll talk about those drugs today.",197
131,"They tap into this pathway, but if you are pursuing a partner, a boyfriend or girlfriend, if you're pursuing a degree in school, if you're pursuing a finish line in a race, you are tapping into this so-called mesocortico limbic pathway.",236
132,This is the classic reward pathway in all mammals.,50
133,"The other pathway emerges from an area in the brain called the substantioneigra, so-called because the cells in that area are dark, and the substantioneigra connects to an area of the brain called the dorsal striatum.",217
134,This is not surprisingly called the nigro striatal pathway.,59
135,"For those of you who have never done any neuronatomy, I'm going to teach you a little trick right now.",102
136,"Everything in neuronatomy, the first part of a word tells you where the neurons are, and then the second part tells you where they are connecting to.",149
137,"When I say nigro striatal pathway, it means that the neurons are in the substantioneigra and they connect to the striatum, nigro striatal pathway.",146
138,"It's a lot of language, there is some logic there.",50
139,"We've got these two pathways, one mainly for movement.",54
140,This is the substantioneigra to dorsal striatum.,48
141,"We've got this other pathway, the so-called mesocortico limbic pathway that's for reward, reinforcement, and motivation.",120
142,I want you to remember that there are two pathways.,51
143,"If you don't remember the two pathways in detail, that's fine.",62
144,Please remember that there are two pathways because that turns out to be important later.,89
145,"Another thing to understand about dopamine is that the way that dopamine is released in the brain and body can differ, meaning it can be very local or it can be more broad.",172
146,"Now, most of you have probably heard of synapses.",49
147,"Synapses are the little spaces between neurons and basically neurons, nerve cells communicate with one another by making each other electrically active or by making each other less electrically active.",201
148,Here's how this works.,22
149,"You can imagine one nerve cell and another nerve cell with a little gap between them, a little synapse.",103
150,"The way that one nerve cell causes the next nerve cell to fire, what we call fire really means to become electrically active, is that it vomits out these little packets, what we call vesicles.",192
151,There are little bubbles filled with a chemical.,48
152,"When that chemical enters the synapse, it's some of it docks or parks on the other side in the other neuron.",108
153,"By virtue of electrical changes in what we call the post-synaptic neuron, that chemical will make that neuron more electrically active or less electrically active.",163
154,"Dopamine can do that like any other neurotransmitter or neuromodulator, so it can have one neuron influence another neuron.",123
155,Dopamine can also engage in what's called a volumetric release.,63
156,Volumetric release is like a giant vomit that gets out to 50 or 100 or even thousands of cells.,95
157,"There's local release, what we call synaptic release, and then there's volumetric release.",90
158,Volumetric release is like dumping all this dopamine out into the system.,73
159,Dopamine is incredible because it can change the way that our neural circuits work at a local scale and at a very broad scale.,126
160,"For those of you that are only interested in tools, like how do I get more dopamine?",84
161,"Let me tell you, this part is really important because if you were to take a drug or supplement that increases your level of dopamine, you are influencing both the local release of dopamine and volumetric release.",213
162,This relates back to the baseline of dopamine and the big peak above baseline.,78
163,That turns out to be important and I'll just allude to why it's important.,74
164,Many drugs and indeed many supplements that increase dopamine will actually make it harder for you to sustain dopamine release over long periods of time and to achieve those peaks that most of us are craving when we are in pursuit of things.,241
165,Why?,4
166,"Because if you get both volumetric release, the dumping out of dopamine everywhere and you're getting local release, what it means is that the difference between the peak and baseline is likely to be small.",206
167,And this is very important.,27
168,How satisfying or exciting or pleasurable a given experience is doesn't just depend on the height of that peak.,111
169,It depends on the height of that peak relative to the baseline.,63
170,"So if you increase the baseline and you increase the peak, you're not going to achieve more and more pleasure from things.",122
171,I'll talk about how to leverage this information in a little bit.,65
172,"But just increasing your dopamine, yes, it will make you excited for all things.",80
173,"It will make you feel very motivated, but it will also make that motivation very short lived.",93
174,So there's a better way to increase your dopamine.,50
175,There's a better way to optimize this peak to baseline ratio.,61
176,"For now, what we've talked about is two main neural circuits, one for movement and one for motivation and craving with dopamine.",128
177,And we've talked about two main modes of communication between neurons with dopamine.,85
178,One is this local synaptic release.,35
179,One is more volumetric release.,31
180,"And in the back of your mind, you can relate this back to again, this baseline versus peaks above baseline.",107
181,So that's a description of what we would call the spatial effects or the spatial aspects of dopamine.,101
182,I said this connects to that that connects to this.,51
183,You can get local or more broad volumetric release.,51
184,What about the duration of release or the duration of action for dopamine?,74
185,"Well, dopamine is unique among chemicals in the brain because dopamine, unlike a lot of chemicals in the brain, works through what are called G protein coupled receptors.",170
186,"And for those of you there are about to pass out from the amount of detail, just hang in there with me.",103
187,It's really not complicated.,28
188,There are two ways that neurons can communicate or mainly two ways.,67
189,"There are third and fourth, but mostly neurons communicate by two modes.",72
190,"One are what we call fast electrical synapses, ionotropic conduction.",69
191,"You don't need to know what that means, but basically one neuron activates another neuron and little holes open up in that neuron and ions rush in.",147
192,Sodium is the main ion salt by which one neuron influences the electrical activity of another neuron because sodium ions contain a charge.,138
193,There are other things like chloride and potassium.,51
194,"If you're interested in looking this up, just look up.",54
195,"Ionic conductances in the action potential or I could do a post on it sometime and we could go into detail, but just understand that when neurons want to influence each other, they can do it by way of this fast ionotropic conduction.",233
196,This is a really quick way for one neuron to influence the next.,64
197,Dopamine doesn't communicate that way.,38
198,Dopamine is slower.,19
199,It works through what I call G-protein coupled receptors.,57
200,What happens is dopamine is released in these little vesicles that I've mentioned before get vomited out into the synapse.,122
201,"Some of that dopamine will bind to the so-called post-synaptic neuron, it'll bind to the next neuron, and then it sets off a cascade.",133
202,It's kind of like a bucket brigade of one thing getting handed off to the next to the next.,91
203,It's G-protein coupled receptors.,33
204,"Any time you hear about these GPCRs or G-protein coupled receptors, pay attention because they're really interesting.",117
205,"They're slow, but they also can have multiple cascades of effects.",66
206,They can impact even gene expression at some level.,51
207,They can change what a cell actually becomes.,45
208,They can change how well or how poorly that cell will respond to the same signal in the future.,95
209,"Dopamine works through the slower process, these G-protein coupled receptors.",77
210,It's effects tend to take a while in order to occur.,52
211,This aspect of dopamine transmission is important because it now underscores two things.,88
212,"One, there's two pathways for dopamine to communicate.",54
213,"One for movement, one for motivation and craving.",49
214,"There's two spatial scales at which dopamine can operate synaptically or volumetrically, and dopamine can have slow effects, really slow effects, or even very long lasting effects.",180
215,"And it even can control gene expression, it can actually change the way that cells behave.",90
216,"One thing that's not often discussed about dopamine, but is extremely important to know, is that dopamine doesn't work on its own.",130
217,"Neurons that release dopamine, co-release glutamate.",52
218,"Glutamate is a neurotransmitter, and it's a neurotransmitter that is excitatory, meaning it stimulates neurons to be electrically active.",137
219,"So, now, even if you don't know any cell biology, it should start to gain a picture that dopamine is responsible for movement, motivation, and drive.",149
220,"It does that through two pathways, but also the dopamine stimulates action in general because it releases this excitatory neurotransmitter, it tends to make certain neurons that are nearby, or even that are far away because of volumetric release, it tends to make those more active.",282
221,"So, dopamine is really stimulating, and indeed, we say that dopamine-nergic transmission, or dopamine, tends to stimulate sympathetic arousal.",142
222,Sympathetic doesn't have anything to do with sympathy.,54
223,It just simply means that it tends to increase our levels of alertness.,71
224,"It tends to bring an animal or a human into a state of more alertness, readiness, and desire to pursue things outside the confines of its skin.",143
225,"So, if I were to just put a really simple message around dopamine, it would be there's a molecule in your brain and body that when released tends to make you look outside yourself, pursue things outside yourself, and to crave things outside yourself.",250
226,"The pleasure that arrives from achieving things also involves dopamine, but is mainly the consequence of other molecules.",121
227,"But if ever you felt lethargic and just lazy and you had no motivation or drive, that's a low dopamine state.",109
228,"If ever you felt really excited, motivated, even if you're a little scared to do something, maybe you did your first skydive, or you're about to do your first skydive, or you're about to do some public speaking, you really don't want to screw it up.",249
229,You are in a high dopamine state.,33
230,"Dopamine is a universal currency in all mammals, but especially in humans for moving us toward goals, and how much dopamine is in our system at any one time compared to how much dopamine was in our system a few minutes ago, and how much we remember enjoying a particular experience of the past.",294
231,That dictates your so-called quality of life and your desire to pursue things.,78
232,This is really important.,25
233,"Dopamine is a currency, and it's the way that you track pleasure.",65
234,It's the way that you track success.,36
235,It's the way that you track whether or not you are doing well or doing poorly.,78
236,"And that is subjective, but if your dopamine is too low, you will not feel motivated.",85
237,"If your dopamine is really high, you will feel motivated.",57
238,"And if your dopamine is somewhere in the middle, how you feel depends on whether or not you had higher dopamine a few minutes ago, or lower dopamine.",149
239,This is important.,18
240,Your experience of life and your level of motivation and drive depends on how much dopamine you have relative to your recent experience.,136
241,This is again something that's just not accounted for in the simple language of dopamine hits.,94
242,A simple way to envision dopamine hits is every time you do something you like to piece a chocolate dopamine hit.,113
243,You look at your Instagram dopamine hit.,40
244,You see someone you like dopamine hit.,38
245,"You know, all these things described as dopamine hits neglect the fact that if you scroll social media and you see something you really like dopamine hit.",154
246,"Sure, there's an increase in dopamine.",38
247,"But then you get to something else, and you know, not that interesting.",71
248,"However, had you arrived at that second thing first, you might think that it was really interesting.",100
249,"If you had arrived to that second Instagram post three days later or four days later, you might find it extremely interesting.",126
250,"Again, how much dopamine you experience from something depends on your baseline level of dopamine when you arrive there and your previous dopamine peaks.",153
251,That's super important to understand.,37
252,It's completely neglected by the general language of dopamine hits.,67
253,This is why when you repeatedly engage in something that you enjoy your threshold for enjoyment goes up and up and up.,118
254,"So I want to talk about that process and I want to explain how that process works because if you understand that process and you understand some of these schedules and kinetics as we call them around dopamine, you will be in a terrific position to use any dopamine enhancing tools that you decide to use.",304
255,You'll be in an excellent position to modulate and control your own dopamine release for optimal motivation and drive.,118
256,I realize that was a lot of information about the biology of dopamine sort of like trying to make you drink from the fire hose of dopamine biology.,147
257,"However, I realize that some people probably want even more information about the biology of dopamine transmission.",115
258,"If you're interested in that, I'll post a link to a absolutely stellar review that was published in Nature Reviews and Neuroscience called Spatial Intemperal Scales of Dopamine Transmission.",190
259,"It is quite detailed, but they have beautiful diagrams and can walk you through all the things that I just described and get into even more detail.",147
260,We'll put a link to that in the caption on YouTube.,51
261,"Right now I want to share with you two anecdotes, one from my own life and one from some fairly recent history that illustrate some of the core biology of dopamine and how profoundly it can shape our experience.",211
262,The first one is a really tragic situation that occurred.,57
263,This was in the 80s.,20
264,There was an outbreak of what looked like Parkinsonian symptoms in a young population.,86
265,"So many of you heard of Parkinson's disease, Parkinson's disease is a disease in which people initially start to quake, can't generate smooth movements.",152
266,"They'll have issues with speech, sometimes cognition as well.",61
267,There are examples like Michael J.,34
268,"Fox, which are early onset Parkinson's.",39
269,Typically it hits people a little bit later in life.,52
270,There's a genetic component.,28
271,But there is this question and there's always been this question whether or not certain lifestyle factors can also create Parkinson's.,134
272,And some years ago there was a situation where laboratory street laboratories elicit laboratories.,98
273,"We're trying to make a drug called MPPP, which is an opioid-like compound.",74
274,It's a bit like heroin and heroin addicts seeking heroin went out and bought what they thought was MPPP.,104
275,"Unfortunately, it was not MPPP.",31
276,"I mean, it would have been tragic if it was anyway because they were drug addicts.",82
277,But what they ended up taking turned out to be a lot worse.,59
278,What they ended up taking was MPTP.,35
279,And MPTP can arise in the synthesis of MPPP.,44
280,"So someone in a lab, someplace, this was mainly in the Central Valley in California, but elsewhere as well.",107
281,Somebody created MPTP.,22
282,And what ended up happening was a large number of young people who were opioid addicts became completely boxed in paralyzed.,124
283,"Couldn't speak, couldn't blink, couldn't do anything, couldn't function, couldn't move.",87
284,So both aspects of dopamine transmission were disrupted.,56
285,They had no motivation and drive.,33
286,They couldn't generate any movement of any kind.,48
287,They were literally locked in frozen.,37
288,"And sadly, this is irreversible.",32
289,"It's irreversible because what MPTP does is it kills the dopamine neurons of the substantiant nigra, that nigrostriatal pathway that's involved in generating movement.",167
290,And it kills the dopamine-ergic neurons of the so-called mesocortical limbic pathway.,85
291,I was in college when this whole MPTP thing happened.,53
292,And I remember hearing this story.,34
293,"At the time, I had no understanding of what it is to have very high levels of dopamine or extremely depleted levels of dopamine.",128
294,There was no reason why I should have that understanding.,57
295,"I mean, of course I had experienced different pleasures of different kinds.",75
296,And I've had lows in my life.,29
297,But nothing to the extreme that I'm about to discuss.,53
298,I got Jardia.,13
299,"And Jardia is a stomach bug that if any of you ever had it, it is terrible.",75
300,It's terrible diarrhea.,23
301,You end up very dehydrated very quickly.,40
302,You drop a ton of weight and it is extremely unpleasant.,56
303,I ended up going to the emergency room.,39
304,"And in the emergency room, I begged them for something to stop up my guts.",74
305,And they gave it to me.,23
306,They put a saline line in to rehydrate me and they injected something into the saline bag.,90
307,"And within minutes, I felt more sadness, more overwhelming sense of depression, basically lower than I'd ever felt in my entire life.",133
308,It was absolutely profound.,27
309,I was crying endlessly without knowing why I was crying.,56
310,I was miserable.,16
311,"And I asked them, what did you inject?",38
312,"And they said, we injected Thorzine.",36
313,Thorzine is an anti-psychotic drug.,35
314,It's actually used to block dopamine receptors.,47
315,"It's what's given to people who have schizophrenia, often, is given to people who have schizophrenia, because schizophrenia involves, among other things, elevated levels of dopamine.",182
316,It was horrible.,16
317,"The experience of it was miserable, unlike anything I'd ever experienced.",73
318,"And so I actually said to them, what did you give me?",53
319,They said Thorzine.,19
320,"And I said, you have to give me L-Dopa.",39
321,You have to give me something to get my dopamine levels back up again.,70
322,And they did.,13
323,"They gave me an injection of L-Dopa into the bag, went straight into my bloodstream.",84
324,"And within minutes, I felt fine again.",38
325,It was incredible.,18
326,And it really opened up my mind and my experience to what it is to have absolutely plummeted levels of dopamine.,112
327,There's nothing more miserable than that.,41
328,I'll tell you.,14
329,"And these poor souls who had this MPTP experience, unfortunately, they couldn't recover those cells.",100
330,"People who have severe Parkinson's are struggling with this as well, because in Parkinson's and in Lewybody dementia, the dopamine urgent neurons often die.",156
331,It's not just a problem with those neurons releasing enough dopamine.,69
332,"Later, we're going to talk about some approaches to maintaining dopamine urgent neuron health and things that we can all do for that.",133
333,"But I will tell you, these dopamine neurons that we all have are very precious for movement and mood and motivation.",116
334,"Having experienced what it is to have very, very low levels of dopamine, in this case, to have my dopamine receptors blocked from thurzing, was eye-opening to say the least.",173
335,"And it's given me tremendous sensitivity to the fact that dopamine is perhaps one of the most powerful molecules that any of us has inside of us, and the one that we ought to all think very carefully about how we leverage.",222
336,"Because while most experiences and most things that we do and take and eat and et cetera won't create enormous highs and enormous lows in dopamine, even subtle fluctuations in dopamine really shape our perception of life and what we're capable of and how we feel.",263
337,And so we want to guard those and we want to understand them.,61
338,So let's lean into that understanding about dopamine and then let's talk about some tools that we can all use to leverage dopamine in order to keep that baseline in the appropriate healthy place and still be able to access those peaks in dopamine because those after all are some of what makes life rich and worth living.,321
339,So let's talk about the baseline of dopamine that we all have and the peaks in dopamine that we all can achieve through different activities and things that we ingest.,167
340,All of us have different baseline levels of dopamine.,53
341,Some of this is sure to be genetic.,35
342,Some people just simply ride at a level a little bit higher.,60
343,They're a little bit more excited.,34
344,They're a little bit more motivated or maybe they're a lot more excited or a lot more motivated.,96
345,Some people are a little mellower.,34
346,Some people are a little less excitable and some of that has to do with the fact that dopamine doesn't act alone.,113
347,Dopamine has close cousins or friends in the nervous system and I'll just name off a few of those close cousins and friends.,124
348,"Epinephrine, also called adrenaline, is the main chemical driver of energy.",75
349,We can't do anything.,21
350,Anything at all unless we have some level of epinephrine in our brain and body.,79
351,It's released from the adrenal glands which ride to top our kidneys.,68
352,It's released from an area of the brainstem called locus serulius and its release tends to wake up neural circuits in the brain and wake up various aspects of our body's physiology and give us a readiness.,205
353,"So it should come as no surprise that dopamine and epinephrine, aka adrenaline, hang out together.",98
354,"In fact, epinephrine and adrenaline are actually manufactured from dopamine.",76
355,"There's a biochemical pathway involving dopamine, which is a beautiful pathway.",79
356,"If ever you want to look it up, you could just look up biochemistry of dopamine.",80
357,What you'll find is that L-dopa is converted into dopamine.,59
358,"Dopamine is converted into noradrenaline, nor epinephrine.",58
359,It's also called.,17
360,"Noradrenaline, nor epinephrine is converted into adrenaline.",60
361,"So not only are dopamine and epinephrine aka adrenaline close cousins, they are actually family members.",104
362,They're closely related.,24
363,I'm not going to get too deep into epinephrine today.,53
364,I'm not going to talk too much about those pathways.,52
365,"But any time I'm talking about dopamine orgic transmission, or that you have a peak in dopamine, inevitably, that means that you have a peak in release of epinephrine as well.",175
366,"What dopamine does is dopamine really colors the subjective experience of an activity to make it more pleasurable, to make it something that you want more of.",158
367,Epinephrine is more about energy.,33
368,"Epinephrine alone can be fear paralysis, trauma, not physical paralysis, but mental paralysis.",94
369,Frozen in fear or being traumatized or scared.,46
370,"But the addition of dopamine to that chemical cocktail, if dopamine was released in the brain, well then that epinephrine becomes one of excitement.",148
371,"I'm using a broad brush here, but essentially what you need to know is that dopamine and epinephrine aka adrenaline are family members, and they tend to work together like a little gang to make you seek out certain things.",222
372,"So what sorts of activities, what sorts of things increased dopamine, and how much do they increase dopamine?",109
373,"Well, let's take a look at some typical things that people do out there or ingest out there that are known to increase dopamine.",128
374,So let's recall that you have a baseline level of dopamine and that everybody does.,83
375,"And even within a family, you might have family members who are very excitable, happy and motivated and others who are less excitable, happy and motivated.",155
376,"But your level of dopamine has everything to do with those genetics, but also with what you've experienced in the previous days and the previous months and so on.",162
377,"When you do or ingest certain things, your levels of dopamine will rise above baseline transiently.",99
