index,content,token
569,"Well, that's what it needs to say.",34
570,Great man or seldom credited with their stupidity.,50
571,Who the hell knows what Musk is up to?,38
572,"I mean, obviously he's building rockets.",40
573,Now he's motivated because he wants to build a platform for life on Mars.,73
574,Is that a good idea?,20
575,Who am I to say?,16
576,"He's building the rockets, man.",31
577,But I'd like to ask him about it.,33
578,I would like to see that conversation.,38
579,I do think that having talked to him quite a bit offline.,57
580,"I think these several of his ideas like Mars, like he was becoming a multipolitical species, could be one of the things that human civilization looks back at as duh.",165
581,I can't believe he is one of the few people that was really pushing this idea.,78
582,Because it's the obvious thing for society for life to survive.,63
583,"Yeah, well, it isn't obvious to me that I'm in any position to evaluate Elon Musk.",82
584,Like I would like to talk to him and find out what he's up to and why.,70
585,"But I mean, he's an impossible person.",38
586,What he's done is impossible.,29
587,All of it.,10
588,It's like he built an electric car that works.,46
589,"Now, does it work completely and will it replace gas cars or should it?",71
590,I don't know.,13
591,"But if we're going to build electric cars, he seems to be the best at that by a lot.",84
592,And he more or less did that people carve about him.,52
593,But he more or less did that by himself.,40
594,I know he's very good at distributing responsibility and all of that.,69
595,But he's the spearhead.,23
596,And then that was pretty hard.,30
597,And then he built a rocket at like one tenth the price of NASA rockets.,71
598,And then he shot his car out into space.,40
599,That's pretty hard.,19
600,And then he's building this boring company more or less as out.,63
601,What would you call it?,23
602,"It's sort of it's this whimsical joke in some sense, but it's not a joke.",73
603,He's amazing.,13
604,And you're a link delving into the depths of the mind and starlink.,67
605,It's like go Elon as far as I'm concerned.,42
606,"And then you know, he puts his finger on things so oddly.",57
607,The problem is underpopulation.,31
608,It's like I think so too.,25
609,"I think it's a terrible problem that were the West, for example, is no longer at replacement with regard to birthrate.",118
610,It means we've abandoned the Virgin and the child in a most fundamental sense.,78
611,It's a bloody catastrophe.,26
612,"And Musk, he sees it.",21
613,Clare's can be.,15
614,"It's like, wow.",15
615,"And wherever, when else is running around going, oh, there's too many people.",77
616,"It's like, nope.",16
617,Got that.,9
618,Not only.,9
619,"See, I've learned that there are falsehoods and lies and there are anti-truths.",79
620,And an anti-truth is something that's so preposterous that you couldn't make a claim that's more opposite to the truth.,119
621,And the claim that there are too many people on the planet is an anti-truth.,76
