index,content,token
101,"We will touch on some nutritional themes and how that relates to muscle in particular, a specific amino acid that if it's available in your bloodstream frequently enough, and at sufficient levels can help you build and improve the quality of muscle.",249
102,"And we'll talk about specific exercise regimes, as well as, of course, supplementation and things that can enhance neuromuscular performance overall.",149
103,We are also going to talk about recovery.,41
104,"Recovery, as everybody knows, is when things improve.",53
105,That's when neurons get better at controlling muscle.,53
106,"That's when muscle grows, that's when muscle gets more flexible.",64
107,None of that actually happens during training.,46
108,It happens after training.,26
109,And there is a lot of confusion about how to optimize recovery and how to measure whether or not you are recovered and ready to come back in for another neuromuscular training session.,184
110,So we'll talk about that as well.,33
111,"Today is going to have a lot of protocols, and you're going to come away with a lot of understanding about how you move, how you work, and these incredible organs that we call the nervous system and the musculature, the so-called neuromuscular system.",251
112,"Before we dive into today's topic, I want to just take about three minutes and cover some essential summary of the previous episode.",132
113,"In the previous episode, we talked about fat loss.",50
114,We talked about shiver-induced fat loss.,40
115,"We talked about meat, non-exercise activity, thermogenesis for increasing caloric burn and fat oxidation.",105
116,And we talked about how to use cold specifically to enhance fat loss.,69
117,"I described a protocol involving getting into cold of some sort, whether or not it's ice bath, cold shower, some form of cold.",126
118,"It could even be a river or an ocean if you have access to that and inducing shiver and then getting out, not crossing your arms or huddling, but allowing that cold to evaporate off you and continuing to shiver and then getting back into the colder environment of water or stream or shower, etc.",295
119,All of that is described in a beautifully illustrated protocol that I didn't illustrate.,88
120,That's why it's beautifully illustrated at the coldplunge.com.,62
121,They've made that protocol for you and they've made it available free of charge for you.,88
122,So there's no obligation there of any kind financially.,55
123,You can go to the coldplunge.com.,33
124,There's a little tab that says protocols and you can download that protocol.,76
125,"Someone there, I don't know who exactly illustrated it.",55
126,And you can come away with a PDF of what I described in the previous episode.,77
127,So I just want to make sure that you are aware of that resource.,64
128,The other announcement I'd like to make is that many of you have asked how you can help support the podcast and there's a very straightforward zero-cost way to do that.,168
129,And that's to subscribe to our YouTube channel.,47
130,"So if you go to YouTube, if you're not already there watching this now, hits the subscribe button.",98
131,That helps us tremendously to get the word out more broadly about the podcast and we thank you for your support.,112
132,"Most people, when they hear the word muscle, they just think about strength.",76
133,"But of course, muscles are involved in everything that we do.",61
134,They are involved in speaking.,30
135,They are involved in sitting and standing up.,45
136,"They are involved in lifting objects, including ourselves.",58
137,They are absolutely essential for maintaining how we breathe.,61
138,"They are absolutely essential for ambulation, for moving, and for skills of any kind.",85
139,"So when we think about muscle, we don't just want to think about muscle, the meat that is muscle, but what controls that muscle.",128
140,And no surprise what controls muscle is the nervous system.,59
141,"The nervous system does that through three main nodes of control, areas of control.",83
142,And I've talked about these before on a previous podcast.,57
143,So I will keep this very brief.,31
144,"Basically, we have upper motor neurons in our motor cortex.",59
145,So those are in our skull.,26
146,And those are involved in deliberate movement.,46
147,"So if I decide that I'm going to pick my pen and up and put it down, which is what I'm doing right now, my upper motor neurons were involved in generating that movement.",169
148,Those upper motor neurons send signals down to my spinal cord where there are two categories of neurons.,104
149,One are the lower motor neurons.,32
150,And those lower motor neurons send little wires that we call axons out to our muscles and cause those muscles to contract.,122
151,They do that by dumping chemicals onto the muscle.,50
152,"In fact, the chemical is aceto-colleying.",41
153,"I've talked before about aceto-colleying in the brain, which is vitally important for focus and actually can gait neuroplasticity, the brain's ability to change in response to experience.",187
154,"But in the neuromuscular system, aceto-colleying released from motor neurons is the only way that muscles can contract.",119
155,"Now, there's another category of neurons in the spinal cord called central pattern generators or CPGs.",102
156,And those are involved in rhythmic movements.,45
157,"Anytime we're walking or doing something where we don't have to think about it to do it deliberately, it's just happening reflexively that central pattern generators and motor neurons.",184
158,"Anytime we're doing something deliberately that the top down control, as we call it, from the upper motor neurons comes in and takes control of that system.",156
159,So it's really simple.,22
160,You've only got three ingredients.,34
161,"You've got the upper motor neurons, the lower motor neurons, and for rhythmic movements that are reflexive, you've also got the central pattern generators.",155
162,So it's a terrifically simple system at that level.,51
163,But what we're going to focus on today is how that system can control muscle in ways that make that system better.,114
164,"Now, when I say better, I want to be very specific.",51
165,"If your goal is to build larger muscles, there's a way to use your nervous system to trigger hypertrophy, to increase the size of those muscles.",144
166,And it is indeed controlled by the nervous system.,50
167,So you can forget the idea that the muscles have memory or that muscles grow in response to something that's just happening within the muscle.,142
168,It's the nerve to muscle connection that actually creates hypertrophy.,70
169,I'll talk exactly about how to optimize that process.,53
170,"In addition, if you want to improve endurance or improve flexibility or suppleness or explosiveness, that is all accomplished by the way that the nervous system engages muscles specifically.",190
171,"And so what that means is we have to ask ourselves, are we going to take control of the upper motor neurons, the central pattern generators or the lower motor neurons or all three in order to get to some end point of how the nervous system controls muscle.",256
172,"So neurophysiology 101, I'll give you one piece of history because it's important to know, Sherrington, who won the Nobel Prize, called movement the final common path.",167
173,Why did he say that?,20
174,"Well, the whole reason for having a nervous system, the whole reason for having a brain is so that we can control our movements in very dedicated ways.",151
175,"That is one of the reasons, perhaps the predominant reason why the human brain is so large.",91
176,"You might think, oh, it's so large for thinking and for creativity.",67
177,"No, when you look at the amount of real estate in the brain that's devoted to different aspects of life, it's mainly vision, our ability to see and movement, our ability to engage in lots of different kinds of movements, slow movements, fast movements, explosive, etc.",268
178,"Other animals don't have that ability because they don't have the mental real estate, they don't have the neural real estate in their brain.",140
179,"They have neuromuscular junctions, they have central pattern generators, where they don't have are these incredible upper motor neurons that can direct activity the muscles in very specific ways.",195
180,So we can all feel blessed that we have this system and today I'm going to teach you how to use that system toward particular end points.,137
181,"So if we decide that we are going to direct our muscles in some particular movement of any kind, whether or not it's a weightlifting exercise or whether it's a yoga movement or simply picking up and putting down a pen, we are engaging flexors and extensors and our body is covered with flexors and extensors all over.",317
182,"So for instance, our bicep is a flexor and our tricep is an extensor, those are what are called antagonistic muscles.",117
183,They move the limbs in opposite directions.,43
184,"So if you bring your wrist closer to your shoulder, that's flexion using your bicep.",84
185,"If you move your wrist further away from your shoulder, that's extension using your tricep.",91
186,"And without getting into a lot of detail, the way that the nerves and brain are wired up to muscle make it such that when a flexor is activated, when the nerve dumps chemical acetylcholine onto the muscle to activate the biceps, the triceps is inhibited.",254
187,It's prevented from engaging.,29
188,"There are ways to bypass this, but that's the typical mode of action.",69
189,"The converse is also true when our tricep is in activated, when we move our wrist away from our shoulder, our bicep is inhibited.",129
190,And we have flexors like our abdominal muscles and we have extensors in our lower back.,87
191,"Many of you probably know this, but some of you probably don't, that your spine has flexors to move basically your chin toward your waist.",138
192,And it has those are your abdominal muscles among others.,57
193,And you have extensors that move your chin basically back like looking up toward the ceiling and those are your extensors.,122
194,"You have other muscles that are stabilizing muscles and things of that sort, but those movements of flexion and extension and the fact that they are what we call reciprocally innovative or mutual inhibition, you hear different language around this, is characteristic of most of our limb movements.",297
195,"So hamstring and quadricep, the hamstring brings the ankle closer back towards the glutes.",90
196,"Basically it's lifting your heel up, which is almost always done toward the back.",81
197,"Whereas your quadriceps is the extensor opposite to the hamstrings, so you get the idea.",88
198,So there's flexors and extensors and it's the neurons that control those flexors and extensors that allow us to move in particular ways.,136
199,"So now you have heard neuromuscular physiology in its simplest form, but I do want this to be accessible.",105
200,"I want to get just briefly, just briefly into some of the underlying metabolism of how muscles use and create energy.",117
201,"Because in doing that, we will be in a great position to understand all the tools that follow about how to optimize the neuromuscular system for your particular goals.",167
202,"So in the previous episode about fat loss, we talked about light polices, the breakdown of fat into fatty acids so it can be used as fuel and it ended in a step where we got ATP, which is the bottleneck and the final common path for all energy producing functions in the body.",276
203,"There are other ways, but basically ATP is the key element there.",65
204,"Now with muscles, they don't function on fats.",46
205,"Normally what they are going to function on their ability to move and their ability to do things and allow us to move in any way that we want to is based on a process of glycolysis, the breakdown of things like glycogen and glucose into energy.",244
206,And it's a very simple process.,31
207,You don't have to know any chemistry.,37
208,"So if I say the words carbon or hydrogen or something like that, don't freak out.",81
209,You don't have to understand any chemistry.,43
210,But basically what happens is you've got this available sugar resource that's stored in muscle.,95
211,And that's glucose.,19
212,And that glucose has six carbons and six and six waters basically.,66
213,That can be broken down into two sets of three carbons.,55
214,All right.,10
215,So basically you take glucose and you break it into these two little batches of carbons that we call pyruvate.,110
216,So six divided by two is three.,31
217,So you get three and three pyruvates.,37
218,"And that generates a little bit of ATP of energy, but just a little bit.",72
219,"Now if there's oxygen available, okay.",38
220,If there's sufficient oxygen there.,35
221,What can happen is that pyruvate can be brought to the mitochondria.,68
222,"And through a whole set of things that you probably don't want to hear about right now, like the electron transport chain and citric acid cycle.",144
223,"What happens is it's broken down and you get 28 to 30 ATP, which is a lot of ATP.",81
224,"So the only things you need to know, the only things you need to know about this process is that glucose and glycogen are broken down into pyruvate.",148
225,You get a little bit of energy from that.,41
226,"And when I say energy, I mean the ability to move.",50
227,It's fuel literally just gets burned up.,40
228,"But if there's oxygen available and that's key, then within the mitochondria, you can create 28 to 30 ATP, which is a lot of ATP.",129
229,Now what does this mean?,24
230,This means that movement of muscle is metabolically expensive.,62
231,"And indeed, compared to other tissues, compared to fat, compared to bone, compared to almost all other tissues except brain tissue, muscle is the most metabolically demanding, which is why people who have more muscle relative to adipose tissue to fat, they can eat more and they're more of a furnace.",300
232,They just kind of burn that up.,31
233,Okay.,5
234,"So even if you didn't understand anything that I just said, what you probably did here and that I hope you heard is that if you have oxygen around, you can create energy from this fuel source that we call glycogen and glucose.",226
235,But what if there isn't oxygen around?,38
236,And what is that like?,22
237,"Well, you've experienced that.",30
238,I'm not talking about oxygen in the environment.,48
239,I'm talking about oxygen in the muscle.,39
240,"So if you've ever carried a box while moving or you were carrying heavy groceries to the car, or you were exercising particularly hard and you felt the burn, well that burning, which most people think is lactic acid, is actually a process by which pyruvate.",257
241,"And pyruvate, which as I said before, normally could be converted into ATP, if there's oxygen, well, if there's not enough oxygen, because that muscle is working too hard or too long, what ends up happening is that a hydrogen molecule comes in there and you get something called lactate.",287
242,So believe it or not humans don't make lactic acid.,51
243,That's another species.,23
244,We make lactate.,16
245,"And we think, and we hear that lactate is bad.",46
246,We need to buffer the burn or avoid the burn that lactic acid and lactate are what prevent us for performing as well as we ought to be able to or for going as far as we possibly could in an endurance event.,206
247,Guess what?,11
248,That's not true at all.,23
249,"Lactate has three functions, all of which are really interesting and really important.",86
250,"First of all, it's a buffer against acidity.",44
251,You don't want muscle to get to acidic because it can't function.,65
252,You don't want anybody to shoot to get to acidic.,49
253,"So that burn that you feel is acidity in that environment, that and lactate, what most people call lactic acid, but again we don't make lactic acid.",148
254,Lactate is there to buffer that to reduce the amount of burn.,61
255,So most people have this exactly backward.,42
256,"So when you feel that burn, that is not lactic acid.",52
257,Lactate that's present to suppress the burn to suppress acidity.,64
258,It's also a fuel.,17
259,"When you feel that burn, lactate is shuttled to those areas of the muscle.",74
260,"And there's an actual fuel burning process where in the absence of oxygen, you can continue to generate muscular contractions.",126
261,"Now this is informative because it also tells us that that burning, that acidity that we feel can inhibit the way that our muscles work.",136
262,But that lactic comes in and allows our muscles to continue to function.,72
263,So we'll talk a little bit more about what this whole lactic thing and the burn means.,86
264,But it's a really important process and it's amazing to me that most people understand it in exactly the incorrect way.,119
265,They think lactic acid is bad and the burn is bad.,50
266,"No, it reveals a number of really important things are going on with this vital molecule lactic which can reduce acidity, reduce the burn, as well as act as a fuel.",164
267,"Now here's where it gets really, really cool.",45
268,"And if you don't have enough of an incentive to exercise based on all the information out there about how it'll make you live longer and make your heart better, et cetera.",171
269,"Here's a reason that regardless of what kind of exercise you do, if it's weight training or running or cycling or swimming, that every once in a while, about 10% of the time, you should exercise to the point of intensity where you start to feel that so called burn.",265
270,Right.,6
271,The reason for that is that lactate shows up to the site of the burn.,69
272,So to speak and it acts as a hormonal signal for other organs of the body in a very positive way.,97
273,Okay.,5
274,"As you may recall from a very early episode of the Uberman lab podcast, I talked about what a hormone is and how it works.",122
275,We have lots of different kinds of hormones.,44
276,But hormones are chemicals that are released in one location in the body and travel have it have effects on lots of other organs of the body.,141
277,"So when I say that lactate acts as a hormonal signal, what I mean is that it's in a position to influence tissues that are outside of the muscle.",145
278,"And basically it can send signals to the heart, to the liver, and to the brain, and it can have effects on the heart, the liver, and the brain that are very positive.",166
279,Okay.,5
280,So just zoom out for a second.,30
281,I promise we won't get any more technical than this.,52
282,We will get into tools and protocols that are really straightforward.,69
283,But what I'm telling you is that if you feel a burn from a particular exercise or movement.,91
284,That burn is going to be buffered by this molecule we call lactate.,67
285,Lactate will then provide additional fuel for additional work.,62
286,So this is a good incentive provided you can do it safely to quote unquote work through the burn.,97
287,You are that burn is a acts as a beacon to the lactate which comes in and allows you to do more work.,101
288,It's not a signal to stop necessarily.,38
289,"I mean stop if you're doing something unsafe, but it's a signal that lactate should come in and allow you to continue to do work.",129
290,And it can act as a hormonal signal.,36
291,"Lactate can then travel to the heart and to the liver and to the brain and can enhance their function in positive ways, not just in those moments, but in the period of time that follows.",186
292,So many people are curious about how they can exercise to make their brain better.,82
293,That's one of the most common questions I get.,46
294,What I'm telling you is that provided you can do it safely by engaging the so-called burn which is a different threshold for everybody.,135
295,Right.,6
296,Your your hill run will be different than my hill run to generate the burn.,75
297,But provided you can do that for about 10% of your workouts or of an individual workout or activity of any kind.,112
298,You are generating the activity of this lactate based hormonal signal that can improve the function of neurons.,111
299,"And it does that if you want to know for the aficionados by improving the function of another cell type called the astro sites, which are a glial cell type, which are very involved in clearance of debris from the brain.",219
300,"They're involved in the formation of synapses, connections between neurons in the brain.",88
301,"So put simply if you're an exorciser, if you're doing movement of any kind and you're interested in allocating some of that movement toward enhancing brain, heart and liver health.",180
302,There is a nice set of scientific data that points to the fact that getting lactate shuttled to the muscles by engaging this burning sensation is advantageous for the health of those other tissues.,197
303,So as I mentioned that burn is present from lack of oxygen being present.,73
304,And then the hydrogen comes in and you get this lactate.,56
305,But this process of lactate acting as a buffer of fuel and a positive hormonal signal for other tissues occurs only if there's oxygen.,134
306,"So if you feel the burn, you definitely want to focus on your breathing at that point.",86
307,That would be the time to take deep inhales and try and bring more oxygen into your system.,91
308,It's definitely not a time to hold your breath.,47
309,"And if ever you've run to the point of feeling the burn and then you were exercised in any way on the treadmill or on the bike or whatever and felt that burn and then you held your breath, it feels much more intense by breathing.",229
310,You bring lactate to the site and you are able to allow lactate to act more as a buffer of fuel and a hormonal signal.,118
311,And the reason I brought this up today is because as I mentioned so many people are interested in using exercise not just for sake of improving physical health and well-being and performance but also for enhancing their brain.,226
312,"And there are a lot of data out there speaking to the findings that you know exercise of various kinds can increase neurogenesis, the creation of new neurons.",158
313,"Well, the unfortunate news is that while that's true in mice, there is very little evidence for enhanced neurogenesis from exercise or otherwise in humans.",155
314,There's a little bit and there are a few sites within the brain such as the dentate gyros of the hippocampus which may be involved in the formation of new memories to be clear.,176
315,The dentate gyros is definitely involved in the formation of new memories whether or not the new neurons that are added there in humans are involved in new memories is the evidence for that is weak at best frankly whereas in animals that the data are quite strong.,264
316,"But most of the data point to the fact that hormonal signals, things that are transported in the blood during exercise are what are beneficial for the brain, excuse me.",168
317,And that those signals are not causing the increase in the number of neurons in the dentate gyros or otherwise that it's more about the health of the connections between the neurons growth factors of various kinds things like IGF1.,231
318,There's a long list of these things.,36
319,"So if you've heard the exercise increases the number of neurons in your brain, well that's not true and that probably is a good thing frankly because we always hear more neurons more neurons as if it's a good thing.",215
320,But the brain doesn't do so well with bringing in entirely new elements and has a hard time negotiating that and making use of those new elements.,146
321,We know about this from things like the cochlear implant where deaf people are given a device where they suddenly can hear some people really like that deaf people really like that and can benefit from it.,205
322,Other deaf people find that it's very intrusive that it's hard to take an existing neural circuit in the brain and incorporate a lot of new information into it.,160
323,So new neurons as great as that sounds more neurons more neurons.,65
324,It actually might not be the best way for the nervous system to change and modify itself and to promote its own longevity.,122
325,"So when I tell you, you know, not such great evidence from a new neurons past puberty, that's what the data really show in humans.",130
326,And I sort of knock back the data on exercise and neurogenesis.,63
327,Don't let that depress you if you have dimension your family.,61
328,"Don't make that, don't translate that into a necessarily that you will develop dementia.",88
329,"Understand that exercise is still beneficial for the brain and other aspects of the nervous system, but that it's going to be doing it through these hormonal signals, things like IGF1, things like this lactate pathway when you experience the burn from exercise.",261
330,"And again, you don't want to try and get this feeling of a burn throughout the entire episode of exercise.",106
331,"There will be far too intense and when it inhibits your recovery, I don't think it'll be good for performance either.",117
332,It's only about 10% of your total effort in any one exercise bout that's going to give you this positive effect.,112
333,"So now you know how to devote a small portion of your exercise, 10% in order for muscle and lactate to benefit other tissues, namely your heart, your liver, and your brain.",172
334,"I now like to shift our attention to how to use specific aspects of muscular contraction to improve muscle hypertrophy, muscle growth, as well as improving muscle strength.",172
335,There are a lot of reasons to want to get stronger.,51
336,And I should just mention that it's not always the case that getting stronger involves muscles getting bigger.,110
337,There are ways for muscles to get stronger without getting bigger.,66
338,"However, increasing the size of a muscle almost inevitably increases the strength of that muscle, at least to some degree.",122
339,Reasons why most everyone should want to get their muscles stronger is that muscles are generally getting progressively weaker across the lifespan.,147
340,"So when I say getting stronger, it's not necessarily about being able to move increasing amounts of weight in the gym, although if that's your goal, what I'm about to discuss will be relevant to that.",200
341,But rather to offset some of the normal decline in strength and posture and the ability to generate a large range of movements safely that occurs as we age.,156
342,"So I mentioned the beginning of the episode, we just tend to lose function in this neuromuscular system as we get older.",120
343,"Doing things to offset that has been shown again and again to be beneficial for the neuromuscular system, for protection of injury, for enhancing the strength of bones and bone density.",185
344,So there are a lot of reasons to use resistance exercise that extend far beyond just the desire to increase muscle size.,120
345,"Because I know many of you are interested in increasing muscle size, but many of you are not.",93
346,So there's an important principle of muscle physiology called the henimin size principle.,89
347,And the henimin size principle essentially says that we recruit what are called motor units.,92
348,Motor units are just the connections between nerve and muscle from a in a pattern that staircases from low threshold to high threshold.,135
349,"What this means is when you pick up something that is light, you're going to use the minimum amount of nerve to muscle energy in order to move that thing.",154
350,"Likewise, when you pick up an object that's heavy, you're going to use the minimum amount of nerve to muscle connectivity and energy in order to move that object.",162
351,So it's basically a conservation of energy principle.,53
352,"Now, if you continue to exert effort of movement, what will happen is you will tend to recruit more and more motor units with time.",131
353,"And that process of recruiting more neurons, more lower motor neurons, as if you recall from the beginning of the episode, these lower motor neurons are in our spinal cord and they actually dump a chemical, see it, calling it a muscle, cause the muscles to contract.",266
354,"As you recruit more and more of these motor units, these connections between these lower motor neurons and muscle, that's when you start to get changes in the muscle.",166
355,That's when you open the gate for the potential for the muscles to get stronger and to get larger if that's what your goal is.,126
356,And so the way this process works has been badly misunderstood in the kind of online literature of weight training and bodybuilding and even in sports physiology.,162
357,The Heneman-Size principle is kind of a foundational principle within muscle physiology.,88
358,"But many people have come to interpret it by saying that the way to recruit high threshold motor units, the ones that are hard to get to, is to just use heavy weights.",167
359,And that's actually not the case.,33
360,"As we'll talk about, the research supports that weights in a very large range of sort of percentage of your maximum anywhere from 30 to 80%.",140
361,So weights that are not very light but are moderately light to heavy can cause changes in the connections between nerve and muscle that lead to muscle strength and muscle hypertrophy.,183
362,Put differently.,16
363,"Heavy weights can help build muscle and strength, but they are not required.",76
364,"What one has to do is adhere to a certain number of parameters, just a couple of key variables that I'll spell out for you.",123
365,"And if you do that, you can greatly increase muscle hypertrophy, muscle size and or muscle strength if that's what you want to do.",130
366,And you don't necessarily have to use heavy weights in order to do that.,72
367,"Now I'm sure the power lifters and the people that like to move heavy weights around will say, no, if you want to get strong, you absolutely have to live heavy weights.",168
368,"And that might be true if you want to get very strong, but for most people who are interested in supporting their muscular such that they offset any age related decline in strength or an increasing hypertrophy and strength to some degree, they really isn't a need to lie about the henimin size principle, which many people out there are doing.",343
369,And claiming that you absolutely need to use the heaviest weights possible in order to build strength and muscle.,113
370,So I'm going to explain all of this works in simple terms.,58
371,"So first of all, let's just talk about what hypertrophy is and what strength changes in the muscle are.",103
372,We can make this very simple as well.,37
373,"If this were a muscle physiology class, we would talk all about, you know, myocybrals and sarcom mirrors and all that stuff.",124
374,We're not going to do that.,27
375,That's not the purpose of today's conversation.,47
376,"If you're interested in that, as well as a lot of the other information that I'm going to discuss in more detail, I highly encourage you to check out the YouTube channel from and the writings of Dr. Andy Galpin.",211
377,He's a PhD and a full professor in exercise physiology.,55
378,"He's extremely knowledgeable in this entire area of science based tools for hypertrophy, how strength and hypertrophy really work.",130
379,"His lab does everything from biopsy on muscles, working with athletes and typical folks as well.",96
380,"A lot of the information that you're going to hear from me in the next 15 minutes or so comes from an extensive exploration of the work that he and his colleagues have done as well as folks like Brad Schoenfield, another academic who's superb in this whole space of muscle physiology.",284
381,"And from a lengthy conversation that I had with Andy, Dr. Galpin, prior to this episode.",88
382,"So if we want to think about muscle hypertrophy, we have to ask what is changing when muscles get larger or stronger?",117
383,And there are really just three ways that muscles can be stimulated to change.,78
