index,content,token
63,"And then you've got a whole bunch of memorized stuff, because a lot of your intelligence these days just the external brain pack of civilization.",145
64,I know it's out there.,22
65,I know the answers are out there.,33
66,I know how to look them up and I've memorized some of them.,59
67,"And I kind of understand how money works in the Federal Reserve, Princeton, and what this government thing is, but not really.",126
68,Right.,6
69,So not good enough to teach it in university.,45
70,Yeah.,5
71,"I think people do that with almost everything in life these days in terms of like a one page, a one sheet, like a brief summary of what the explanation for what this very complex subject might be.",196
72,"TLDR, right?",12
73,Yes.,4
74,Don't give me the lecture.,26
75,Give me the book.,17
76,Don't give me the book.,23
77,Give me the blog post.,22
78,Don't give me the blog post.,28
79,Give me the tweet.,18
80,Don't give me the tweet.,24
81,I just already know.,20
82,Yeah.,5
83,"I got really fascinated by the way you read, because I thought there was something wrong with me by doing that.",111
84,But you don't really just read a book to completion.,52
85,"You read, and then you pick something else up, and you just kind of go based on your whims, whatever you're interested in.",122
86,"Well, I was raised by my, I was raised by a single mom in New York, and she used the local library as a daycare center, because it was a very tough neighborhood.",161
87,"And so she would basically say, when you get back from school, go straight to the library and don't come out, until I pick you up late at night.",144
88,"So I used to basically live in the library, and I read everything.",66
89,"I read every magazine, I read every pictograph, I read every book, I read every map.",84
90,I just read our stuff to read.,30
91,I just read everything.,23
92,"So I got over this idea of that reading a large number of books are reading a book to completion as a vanity metric, because really when people are putting a photos on Twitter, Instagram, and look at my pile of books that I'm reading, it's a show off thing, it's a signaling thing.",281
93,"And the reality is I would rather read the best hundred books over and over again until I absorb them, rather than read all the books.",134
94,Right.,6
95,"Because your brain has finite information, in finite space, you get enough advice that all cancels to zero.",107
96,There's a lot of nonsense in books out there too.,49
97,So I don't read any more to complete books.,43
98,I read to satisfy my genuine intellectual curiosity.,52
99,And it can be anything.,23
100,"It could be nonsense, it could be history, it could be fiction, it could be science, it could be sci-fi.",104
101,"These days, it's mostly sci-fi philosophy science, because that's just what I'm interested in.",94
102,But I will read for understanding.,34
103,"So a really good book, I will flip through.",43
104,"I won't actually read it consecutive in order, and I won't even just even finish it.",84
105,"I'm looking for ideas, things that I don't understand.",54
106,"And when I find something really interesting, I'll reflect on it, I'll research it.",83
107,"And then when I'm bored of it, I'll drop it, or I'll flip to another book.",74
108,"Thanks to electronic books, I've got 50, 70 books open at any time in my Kindle, or I books, and I'm just bouncing around between them.",135
109,"It's also a little bit of a defense mechanism to how in modern society, we get too much information too quickly, and so attention spans are very low.",149
110,"So you get Twitter, you get Instagram, you get Facebook, you just used to being bombarded with information.",107
111,"So you can take that to, you can view that as a negative and be like, I have no attention span, or you could view that as a positive.",133
112,"I multitask really well, and I can dig really fast.",51
113,"I can, if I find a thread that's interesting, I can follow it through five social networks, through the web, through the libraries, through the books, and I can really get to the bottom of this thing very quickly.",213
114,It's like the library of Alexandria that I can research in my disposal.,71
115,"So I no longer track books red, or even care about books red.",61
116,It's about understanding concepts.,34
117,"Yeah, you brought up two awesome points.",40
118,"First of all, the social media aspect of books and basically anything.",70
119,"It's like, it's such a weird way to display your life, because you're displaying the best aspects of your life and some sort of a glass case.",141
120,It's an unrealistic version of your life that you cultivate and you curate.,75
121,And I'm as guilty of that as anybody.,37
122,"Everybody's guilty of it, I'm guilty of it too.",47
123,"Yeah, I mean, I pose with my dog every time I run.",50
124,"Yeah, we're always signaling.",29
125,"It's like rather than really looking at yourself, you're looking at how other people look at you.",97
126,So it's like this one-removed mental image.,43
127,"And it's kind of a disease, because social media is making celebrities of all of us, and celebrities are the most miserable people in the world.",144
128,"Right, because they have this strong self image that gets built up, it gets built up by compliments.",100
129,"Every time somebody pays you or me a compliment, and we're like, oh, well, thank you.",85
130,Then that builds up an image of who we are.,43
131,"And then one idiot comes along, one out of 10, one out of 100, and they can easily tear it down.",96
132,Because it doesn't take many insults to cancel out a lot of compliments.,72
133,"And now you're carrying around this big, weighty self image, and it's just very easy to be attacked.",100
134,"And because you're famous or you're well-known, people want to attack you.",74
135,So being a celebrity is no good.,32
136,It's actually a problem.,24
137,"Like one of my tweets is, and these are all reminders to myself, is you want to be rich and anonymous, not poor and famous.",123
138,"There's benefits to it, of course, of course.",45
139,But we wouldn't do it.,22
140,"It has unusual problems that you don't get trained for, and you really will not understand unless you experience it.",116
141,"You know, I was having this conversation with my wife, we were talking about people that just come up to you, and they don't care what you're doing.",148
142,"They don't care if I'm with my daughter, if I'm holding her, if I'm feeding her, if we're in the middle of an intense conversation, she's crying.",145
143,She can be crying.,18
144,"And some bro will come over and just immediately have to take a picture, doesn't care.",86
145,His needs supersede the daughter.,33
146,"And my wife was saying that before she knew me, she used to think that that's just part of the price of being famous, that people like you, that's just part of the price of being famous.",186
147,"And now when it interrupts her life, and interrupts the children, and interrupts friends, and now she's like, this is annoying.",127
148,Like this is not healthy.,25
149,"This is not a smart way to interact with people, and that people have this weird challenge, this weird thing that if you become famous, there's this weird challenge where people just want to come to you, especially today, because if they can get a photo of you, then that boosts their social media profile.",306
150,"Like, hey, I'm sitting here with the wall.",42
151,"Look at this, my baby.",22
152,And anonymity is a privilege.,29
153,"On the other hand, it's self-inflicted.",39
154,"I mean, we brought it on ourselves.",35
155,I don't think we knew what it was though.,41
156,"We did, but we carry on.",24
157,So it tells us we are getting something out of it.,50
158,"So there are times when some of the approach mean public, and I'm a little resentful, and there are other times when just like, actually, I'm really grateful that I worked for this.",181
159,I got this.,11
160,"This is the payoff, just embrace it, smile, grin, and bear it, meet someone.",76
161,"But you have a different sort of celebrity, too.",48
162,You're a hero amongst investors.,32
163,"And amongst, I mean, you've just been a hero.",45
164,Among young male geeks.,23
165,Which is some of my favorite people.,36
166,Right.,6
167,"But that's not the kind of celebrity I think most people set out to get, especially most guys, right?",101
168,You want the cute females.,26
169,You want the chicks?,20
170,Yeah.,5
171,I look at my brief little YouTube clips.,40
172,"I have a tiny little podcast going now, and it's like 95% male.",63
173,"Oh, sure.",9
174,"Yeah, this is very highly 18 to 35.",35
175,"Yeah, what is the numbers?",26
176,"Yeah, it's in the 90s.",22
177,Yeah.,5
178,You did that one.,17
179,"You do that one very small podcast, where you just have small, like, three or four minute clips.",96
180,"Yeah, so what it was, I did a tweet storm called How to Get Rich without getting lucky.",87
181,And it got pretty popular in Twitter.,37
182,And it's really about wealth creation.,38
183,I just use the click-bady title.,32
184,And it's trying to basically lay out timeless principles of wealth creation.,76
185,"That if you absorb them, you become the kind of person who can create wealth, create business, make money.",106
186,And my theory behind that is there are three things everybody wants.,68
187,There's actually more than three.,33
188,But let's just start with three basics.,39
189,Everybody wants to be wealthy.,30
190,Everybody wants to be happy.,28
191,And everybody wants to be fit.,30
192,And I know there's a lot of virtue certainly that goes on.,58
193,"We don't want to money, and I don't care about being happy and happiness is for stupid people.",94
194,"But let's face it, you want to be rich and happy and it helps.",62
195,That's the trifecta.,20
196,"Now, of course, you also want an internally calm state of mind.",63
197,You want a loving household.,28
198,So there are other things that come into it.,44
199,"But those three, I think, they can actually be taught.",54
200,"And a fitness, I'm not going to teach.",38
201,"There are a lot of people who you've had on here, including yourself, who know heck of a lot more about fitness and health than I do.",133
202,But I was born poor and miserable.,34
203,And I'm now pretty well off and I'm very happy.,47
204,And I worked at those.,22
205,And so I've learned a few things.,33
206,There are some principles.,26
207,And so I try to lay them out.,29
208,"But in a timeless manner, where you can kind of figure it out yourself.",71
209,"Because at the end of the day, I can't really teach anything.",61
210,I can only inspire you and maybe give you a few hooks.,54
211,So you can remember things when they happen or put a name to them.,66
212,So this podcast actually ended up explaining this tweet storm.,62
213,"So there's a tweet storm with 36, 38 tweets.",44
214,It's got very famous.,21
215,It's got translated dozens of languages.,40
216,"And these were principles that I came up with for myself when I was really young, around 13, 14.",96
217,And I've been carrying them in my head for 30 years.,52
218,And I'd been sort of living them.,33
219,"And over time, I just realized, sadly, or fortunately, the thing that I got really good at was looking at businesses and figuring out the point of maximum leverage to actually create wealth and capture some of that.",215
220,"And do it in a very long term kind of way, not the banker crash the economy, get built out kind of way.",103
221,But build businesses and help people and provide value kind of way.,67
222,Especially when applied to modern technology and leverage in this age of infinite leverage that we live in.,107
223,So the podcast is just explaining each tweet.,45
224,"So these are little 3, 4, 5 minute snippets.",44
225,I don't like to say the same thing twice.,41
226,I don't like to explain in detail.,34
227,"I feel like if you have something original and interesting to say you should say it, otherwise, it's probably been said better.",127
228,So that podcast tries to be information dense.,46
229,It tries to be very concise.,28
230,It tries to be high impact.,27
231,It tries to be timeless.,24
232,And it has all the information.,31
233,"I think you need the principles that if you absorb these and you work hard over 10 years, you get what you want.",112
234,So I've got the one on wealth creation.,39
235,"I'm going to attempt to do one on happiness is a big word, but happiness and inner peace and common, all that.",110
236,"Because what you want is you don't want to be the guy who succeeds in life while being high strung, high stress and unhappy and leading the trail of emotional wreckage with you and your loved ones.",197
237,Which is more common than not.,30
238,Because you got to focus.,25
239,And it's very hard to be graded everything.,43
240,"You want to be the guy or the gal who gets there calmly, quietly, without struggle.",83
241,"You want to be the person who's the, when there's a crisis going on, you want to be the calmest, coolest cucumber in the room who still also figures out the correct answer.",172
242,"If you can be, you were, one of the things that you were saying is that you feel like happiness is something that you can learn.",128
243,"And then you can teach yourself to be happy, even just by adopting the mindset that you are a happy person and proclaiming that to your friends.",144
244,And so you've sort of developed a social contract.,50
245,I'm a happy person.,19
246,And then I'll have to live up to that.,38
247,"Yeah, I've got hundreds of techniques.",38
248,"But the world, how did you develop that one?",44
249,"Well, there's just a, there's social consistency, right?",56
250,Humans have a need to be highly consistent with their past pronouncements.,74
251,"So the way I started my first tech company was, I was in a, in working inside a larger organization.",100
252,And I told everybody that I was going to go start a company.,60
253,"It was like, I hate this place.",31
254,I'm going to do my own thing.,29
255,I'm going to be a successful entrepreneur.,42
256,"Six months past, nine months past, then people start, you're still here?",72
257,I thought you were going to go start a company.,47
258,What's the point?,17
259,Are you relying?,16
260,Right?,6
261,That was the implication.,25
262,"So we kind of know this, right?",31
263,Social contracts are very powerful.,35
264,"Like if you want to give up drinking, right?",44
265,And you're not serious about it.,32
266,"You'll say, I'm going to cut back.",34
267,I'm going to have only one drink a night.,41
268,I'm going to only drink on weekends.,36
269,"You tell yourself, but if you're serious, you'll announce it on Facebook.",73
270,You'll tell all your friends.,29
271,You'll tell your wife.,22
272,"You'll say, I'm done drinking.",30
273,I'm throwing everything out of the house.,41
274,You'll never see me drink again.,32
275,"When you say that, you know, you're serious.",44
276,So I think a lot of these are choices that we make.,51
277,And happiness is just one of those choices.,43
278,"And this is unpopular to say, because there are people who are actually depressed, you know, chemically or what have you.",121
279,And there are people who don't believe that it's possible because then it creates a responsibility on them.,107
280,"It says, oh, now if I'm, you're saying, if I'm not happy, that's my fault.",74
281,"I'm not saying that, but I'm saying that just like fitness can be a choice.",75
282,Health can be a choice.,23
283,Nutrition can be a choice.,26
284,Working hard and making money can be a choice.,46
285,Happiness is also a choice.,27
286,"If you're so smart, how come you aren't happy?",46
287,How can you haven't figured that out?,37
288,That's my challenge to all the people who think they're so smart and so capable.,80
289,"If you're so smart and capable, why can't you change this?",58
290,There are a bunch of people though that actually take pleasure in being miserable.,82
291,"There's something about the pursuit of excellence and of success that supersedes all other pursuits that in their eyes, it is the peak, the pinnacle, the most important thing.",175
292,It's not a trade-off.,21
293,"I would argue that, now when I say happy, happy is one of those words that means of zillion different things.",109
294,"It's like love, what does that mean?",36
295,Run a little cheese.,20
296,"Yeah, I mean, define it a little bit more tightly.",50
297,So let's go back to desire.,27
298,"This is old, old Buddhist wisdom.",33
299,"I'm not saying anything original, but desire to me is a contract that you make with yourself to be unhappy until you get what you want.",135
300,And I keep that in front of mine.,33
301,"So when I'm unhappy about something, I look for what is the underlying desire that I have that's not being fulfilled.",117
302,It's okay to have desires.,26
303,You're a biological creature.,29
304,"You put on this earth, you have to do something.",48
305,You have to have desires.,25
306,You have a mission.,19
307,But don't have too many.,24
308,Don't pick them up unconsciously.,33
309,Don't pick them up randomly.,28
310,Don't have thousands of them.,29
311,My coffee is too cold.,22
312,It doesn't taste quite right.,29
313,I'm not sitting perfectly.,26
314,"Oh, I wish you were warmer.",27
315,"You know, my dog pooped in the lawn.",36
316,I didn't like that.,19
317,Whatever it is.,15
318,Pick your one overwhelming desire.,34
319,It's okay to suffer over that one.,34
320,"But on all the others, you want to let them go so you can become peaceful and relaxed.",86
321,And then you'll perform a better job.,37
322,"Most people when you're unhappy, like a depressed person.",57
323,It's not that they have very clear calm mind.,45
324,They're too busy in their mind.,31
325,The sense of self is too strong.,32
326,They're sitting indoors all the time.,37
327,"Their mind's working, working, working.",39
328,They're thinking too much.,26
329,"Well, if you want to be a high performance athlete, how good of an athlete are you going to be if you're always having epileptic seizures?",138
330,If you're always like twitching and running around and like jumping in your limbs or flailing out of control.,109
331,"The same way, if you want to be effective in business, you need a clear calm, cool, collected mind.",99
332,Warren Buffett plays bridge all day long and goes for walks on the side.,72
333,He doesn't sit around constantly loading his brain with non-stop information and getting worked up about every little thing.,124
334,We live in an age of infinite leverage.,39
335,"What I mean by that is that your actions can be multiplied a thousandfold, either by broadcasting at a podcast or by investing capital or by having people work for you or by writing code.",187
336,"So because of that, the impacts of good decision making are much higher than they used to be.",93
337,Because now you can influence thousands or millions of people through your decisions or your code.,98
338,"So a clear mind leads to better judgment, leads to better outcome.",66
339,"So a happy, calm, peaceful person will make better decisions and have better outcomes.",86
340,"So if you want to operate peak performance, you have to learn how to tame your mind just like you have to learn how to tame your body.",134
341,I love what you're saying.,26
342,Warren Buffett might not be the best example because he drinks like I think six Coca-Cola's a day and he eats mostly McDonald's.,128
343,And he's still alive somehow.,29
344,So it shows you that low stress is more important.,50
345,"Yeah, but he looks like shit.",29
346,Like how old is he?,19
347,"I mean, he's a fairly old man.",30
348,"Well Charlie Munger is I think in his 90s, right?",49
349,"Yeah, he's made it really far.",30
350,I wonder what Warren's doing.,29
351,"You know, I mean, he's got it.",30
352,"No, that's bad for him.",23
353,But he doesn't care.,20
354,He doesn't care.,16
355,I think he's just low stress.,29
356,Yes.,4
357,Right.,6
358,So he just enjoys that Coca-Cola.,33
359,"And that's probably maybe there is a trade off, right?",54
360,"Maybe him enjoying that junk food and that Coca-Cola just, ah, that pleasing of the mind is maybe better than him just eating wheatgrass shots and... Yeah, and be kale salads and just being, yeah, just super worked up about everything.",235
361,"It's like if you need your glass of red wine and de-stress and calm down, that's probably better than you flying off the rails.",127
362,"Right, right.",13
363,"And I think that that's applicable, not just in business, but in probably any pursuit.",86
364,"And I like what you're saying about, allow that one thing to be your obsession.",79
365,"But everything else just, you know, learn how to let things go.",63
366,Pick your battles.,18
367,"And we like to think that we like to view the world as linear, which is I'm gonna put in eight hours of work.",109
368,"I'm gonna get back eight hours of output, right?",48
369,Doesn't work that way.,22
370,Guy running the corner grocery stores working just as hard or harder than you and me.,85
371,How much output is he getting?,30
372,"What you do, who you do with, how you do it, way more important than how hard you work, right?",94
373,Outputs are non-linear based on the quality of the work that you put in.,72
374,The right way to work is like a lion.,37
375,You and I are not like cows.,28
376,We're not meant to graze all day.,33
377,Right?,6
378,We're meant to hunt like lions.,31
379,We're closer to carnivores in our omnivores development than we are to herbivores.,82
380,We don't eat all vegans.,24
381,"Yeah, sorry.",12
382,"Look, I wish all that stuff worked.",35
383,I don't wanna eat meat.,23
384,"This future generation will look back at us as worse than slavers, you know, because the Holocaust were committing with the animals, but they'll have artificial meats that taste in our healthier is better than the real thing.",225
385,"So, allegedly.",14
386,Allegedly.,10
387,"But so as a modern knowledge worker athlete, as an intellectual athlete, you want to function like an athlete, which means you train hard, then you sprint, then you rest, then you reassess, you get your feedback loop, then you train some more, then you sprint again, then you rest, then you reassess.",300
388,This idea that you're gonna have linear output just by cranking every day at the same amount of time saying that's machines.,124
389,Machines should be working nine to five.,40
390,Humans are not meant to work nine to five.,42
391,"No, I agree wholeheartedly, but for people that are working for someone, there's not really that option.",104
392,"So that's unfortunately the rub, right?",39
393,"That's kind of where my tweet storm starts, which is, first of all, the first thing if you're gonna make money is that you're not gonna get rich renting at your time.",166
394,"Even lawyers and doctors who are charging three, four, five hundred dollars an hour, they're not getting rich because their lifestyle is slowly ramping up along with their income and they're not saving enough.",209
395,They just don't have that a bit of retire.,42
396,So the first thing you have to do is you have to own a piece of a business.,75
397,"You need to have equity, either as an owner, an investor, shareholder, or a brand that you're building that accrues to you to gain your financial freedom.",154
398,"Yeah, and I was really fascinated by another thing that you were bringing up about working for yourself that you feel in the future, whether it's 50 or 100 years from now, virtually everyone is going to be working for themselves.",229
399,And I believe the way you put it is that the information age is gonna reverse the industrial age.,97
400,"Yeah, if you go back to hunter-gatherer times, how we evolved, we basically worked for ourselves.",97
401,"We communicated and cooperated within tribes, but each hunter, each gatherer stood on their own and then combined their resources with a family unit.",149
402,But there was no boss hierarchy hierarchy where you're like the third middle manager down.,90
403,"In the farming age, we became a little bit more hierarchical as we had to run farms, but even those were still mostly family farms.",131
404,It's industrial work with factories that sort of created this model of thousands of people working together on one thing and having bosses and schedules and times to show up.,174
405,"The reality is if you have to go, I don't care how rich you are, I don't care whether you're like a top Wall Street banker, if you have to go, if somebody has to tell you, if somebody can tell you when to be at work and what to wear, and how to behave, you're not a free person, you're not actually rich.",304
406,So we're in this model now where we think it's all about employment and jobs and intrinsic in that is that I have to work for somebody else.,140
407,But the information age is breaking that down.,46
408,"So Ronald Kose is an economist who has this Kose theorem, very famous theorem, but it basically just talks about why is a company the size that it is?",150
409,Why is a company one person instead of 10 people instead of 100 instead of 1000?,80
410,And it has to do with the internal transaction costs versus the external transaction costs.,91
411,"Let's say I wanna do something, let's say I'm building a house and I need someone to come in and provide the lumber, I'm a developer, right?",140
412,Do I want that to be part of my company or do I want that to be an external provider?,85
413,A lot of it just depends on how hard it is to do that transaction with someone externally versus internally.,108
414,"If it's too hard to keep doing the contract every time externally, I'll bring that in house.",92
415,"If it's easy to do externally and it's a one-off kind of thing, I'd rather keep it out of the house.",100
416,"Well, information technology is making it easier and easier to do these transactions externally.",96
417,"It's becoming much easier to communicate with people, gig economy, I can send you small amounts of money, I can hire you through an app, I can rate you afterwards.",163
418,So we're seeing an atomization of the firm.,43
419,We're seeing the optimal size of the firm shrinking.,52
420,"It's most obvious in Silicon Valley, tons and tons of startups constantly coming up and shaving off little pieces of businesses from large companies and turning them into huge markets.",184
421,So what looked like the small little vacation rental market on Craigslist is now suddenly blown up into Airbnb.,111
422,One example.,12
423,That's a great example.,23
424,"But what I think we're going to see is whether it's 10, 20, 50, 100 years from now, high quality work will be available.",120
425,We're not talking about driving an Uber.,40
426,We're talking about super high quality work.,44
427,"We'll be available in a gig fashion where you'll wake up in the morning, your phone will buzz and you'll have five different jobs from people who have worked within the past or have been referred to.",199
428,It's kind of like how Hollywood already works a little bit with how they organize for a project.,96
429,You decide where to take the project or not.,44
430,The contract is right there in the spot.,40
431,You get paid a certain amount and you get rated every day or every week.,72
432,You get the money delivered.,28
433,"And then when you're done working, you turn it off and you go to Tahiti or wherever you want to spend the next three months.",124
434,"And I think the smart people have already started figuring out that the internet enables this and they're starting to work more and more remotely on their own schedule, on their own time, on their own place with their own friends in their own way.",247
435,And that's actually how we are the most productive.,51
436,"So the information revolution by making it easier to communicate, connect, and cooperate is allowing us to go back to working for ourselves.",140
437,And that is my ultimate dream.,30
438,"Even when I run a company and I have employees, I always tell those people, hey, I'm going to help you start your company when you're ready, because I think that's the highest calling.",184
439,"Maybe not everybody will get there, but it would be fine if we were even working a 10 person company or 20 person company is way better than working in a thousand person company, a 10,000 person company.",203
440,So this idea that we're all factory like Cogs and a machine who are specialized and have to do things by road memorization or instruction is gonna go away and we're gonna go back to being small groups of creative bands of individuals setting out to do missions.,261
441,"And when those missions are done, we collect our money, we get rated, and then we rest and reassess until we're ready for the next sprint.",138
442,Has there ever been a study done on happiness as it regards to the size of companies?,85
443,"Not that I'm aware, but to me it's obvious.",43
444,It's just obvious.,18
445,"The smaller the company, the happier you're going to be, the more human your relations are, the less you have rules to operate under, the more flexible, the more creative, the more you be treated like a human, just because you're able to do multiple things.",257
446,Yeah.,5
447,"This brings me to, but is a subject that keeps getting brought up nowadays is universal basic income with the oncoming apocalypse of automation.",144
448,This is how it's being portrayed by Andrew Yang who's running for president.,76
449,I sat down and talked to him about his very compelling.,55
450,"And he's a very smart guy, and he's an entrepreneur himself.",60
451,"And when he starts talking about automation and how it's going to just eliminate massive amounts of jobs and leave people stranded, what do you, I know you're a guy who thinks about the future.",193
452,I'm going to take this to popular point of view on this.,56
453,I think it's a non-solution to a non-problem.,45
454,Mm.,3
455,And I mean that in a sense that automation has been happening since the dawn of time.,85
456,"Man, electricity came along.",28
457,That put a lot of people out of work.,37
458,Did it?,7
459,"Right, a lot of people carrying buckets of water and lighting lamps and all those kinds of things.",98
460,Now this was the concern with factories as well.,48
461,"Yeah, apps, everything.",23
462,Literally every single thing that comes along.,46
463,Even the printing press.,24
464,Absolutely.,11
465,And what it does is it frees people up for new creative work.,61
466,"So the question is not, is automation going to eliminate jobs?",62
467,There is no finite number of jobs.,34
468,We're not like sitting around dividing up the same jobs that we're around since the Stone Age.,94
469,"So obviously new jobs are being created and they're usually better jobs, more creative jobs.",92
470,"So the question is, how quickly is this transition going to happen?",67
471,And what kinds of jobs will it be eliminated?,45
472,And what kinds of jobs will be created?,39
473,It's impossible looking forward to predict what kinds of jobs will be created.,78
474,"If I told you 10 years ago that podcaster was going to be a job or that playing video games is going to be a job or commentating on video games is going to be a job, you would have laughed me out of the room.",208
475,"Those are nonsense jobs, but yet here we are.",45
476,So society will always create new jobs.,39
477,"Civilization creates new jobs, but it's impossible to predict what those jobs are.",82
478,"So the question is, quickly is that transition happening?",57
479,"Well, the reality is even though everybody keeps talking about this automation apocalypse, we're at a record low unemployment.",126
480,Explain that.,13
481,Where's the transition?,23
482,"Donald Trump, that's how... All I'm saying is it's, I don't see it in the numbers, I don't see it actually happening.",117
483,"The question is, how quickly can you retrain people?",52
484,So it's an education problem.,29
485,"The problem with UBI, there's a couple of problems with UBI.",60
486,"One is you're creating a straight, you're creating a slippery slide transfer straight into socialism.",101
487,"The moment people can start voting themselves money, combine with the democracy, it's just a matter of time before the bottom 51 votes themselves are everything on the top 49.",175
488,Yes.,4
489,And by the slippery slope fallacy is not a fallacy.,51
490,"I know people like saying that, but they haven't thought it through.",68
491,"But the moment you start having a direct transfer mechanism like that in a democracy, you're basically doing it with capitalism, which is the engine of economic growth.",168
492,You're also forcing the entrepreneurs out or telling them not to come here.,75
493,"The estimate I saw for 15K year, basically income for everybody, would be three quarters of current GDP.",104
494,And of course GDP with shrinking responses all the entrepreneurs fled.,70
495,So you would essentially bankrupt the country.,46
496,"Another issue with UBI is that people who are down in their luck, they're not looking for handouts.",99
497,"It's not just about money, it's also about status, it's about meaning.",70
498,"And the moment I start giving money to you and put you on the dole, I've lowered your status, I've made you a second-class citizen.",131
499,So I have to give you meaning.,30
500,And meaning comes through education and capability.,51
501,"You have to teach a man to fish, not to basically throw your rotting leftover carcasses that haven't say here, eat the scraps.",126
502,So it doesn't solve the meaning problem.,40
503,"And lastly, it's nonsense to hand 15K out to everybody.",55
504,"You want to means test people, there's no reason to give it to you and me.",74
505,So you end up back towards the welfare system where you do have to figure out who needs it and who doesn't.,107
506,So I think the better route is that we actually establish a set of basic substance services that you have to have.,114
507,And we provide those in abundance to technology-based automation.,65
508,"So get basic housing, get basic food, get basic transportation, get high speed internet access, get a phone in your pocket.",123
509,Those are the kinds of things you want to give people.,54
510,"And finally, in terms of the rate of automation, I think we can educate people very quickly.",92
511,One of the myths that we have today is that adults can't be reeducated.,71
512,"We view education as this thing where you go to school, you come out when you're out of college and you're done, no more education.",131
513,"Well, that's wrong.",19
514,You have all these great online boot camps and coding schools coming up.,72
515,There are ones that will even pay you to go there now.,54
516,You can educate people and masks and you can educate them into creative professions.,84
517,People who are talking about AI automating programming have never really written serious code.,94
518,Coding is thinking.,19
519,It's automatic structure thinking.,34
520,An AI that can program as well or better than humans is an AI that just took over the world.,92
521,That's end game.,16
522,That's the end of the human species.,36
523,"And I can give you arguments, why I don't think that's coming either.",69
