index,content,token
116,It was all a power grab.,24
117,"But on that basis, they started doing this in secret and it was completely unconstitutional.",92
118,"It was completely illegal, even under the very loose requirements of the Patriot Act.",85
119,But they did it for so long that they got comfortable with it.,62
120,And they thought this is a really powerful capability.,54
121,What did we start using this first stuff that was other than terrorism?,71
122,Because it wasn't finding any terrorists because there weren't any terrorists in this context that they were looking for them.,126
123,And the ones who were there were terrorists.,44
124,The program wasn't affected because these were guys in Pakistan that weren't using email and phone calls.,105
125,They were getting on a moped with their cousin who was a courier who was bringing a letter to his guy who runs the food stand or whatever.,138
126,"But bit by bit, over time, this grew and grew and grew and there were scandals.",79
127,"And if you want to drill down on these later, I'll go into them.",64
128,But what happened was step by step by step.,43
129,Our constitutional rights were changed.,39
130,And we weren't allowed to know it.,34
131,We were never granted a vote on it.,35
132,"And even the many members of Congress, right?",45
133,535 in the United States.,25
134,They were prohibited from knowing this.,39
135,"And instead they told only a few select people, in the original case, there were only eight members of Congress called the Gang of Eight who knew about this.",157
136,"Then there were the people on the intelligence committees, both in the Senate and the House who were told about this.",117
137,But they were only told partially about it.,43
138,They weren't told the full scope of it.,39
139,"And now that they have been told about it because they had security clearances and things like that, they weren't allowed telling anybody else.",143
140,Even if they objected to it.,28
141,"And we had one senator, Ron Wyden, and another one I believe Tom Yudall was the name of him, who did object to this and who wanted something to happen.",151
142,"But because they couldn't tell anybody that was having, they were sort of doing these weird lassie barks to the press where they were like, we have grave concerns about the way these programs are being carried out.",214
143,But nobody knew what they were talking about.,45
144,"And so journalists were like, you know, they've got concerns.",61
145,What is that lassie?,20
146,What are you trying to say?,27
147,Tenies and Well?,16
148,But they were getting it wrong.,31
149,They couldn't tell what was happening.,38
150,"So what had happened was that we, the American people, had sort of lost our seat at the table of government.",108
151,We were no longer partnered to government.,42
152,We had simply become subject to government.,43
153,"And I think everybody who's in the world today, who is aware of what's going on, whether it's under this administration, the last administration, the one before that, right?",173
154,"They have seen a constant kind of shift where we have, we the public have less say and less influence over the policy of government with each passing year.",155
155,"There's kind of a new class that's being created, a government class and then the public civil class that are held to different standards of behavior.",150
156,"And when we start talking about leaking and whistle blowing, this becomes even more clear.",90
157,"And so what I did was I wanted to clarify that kind of lassie bark, right?",74
158,I just wanted everybody to know what was going on.,50
159,I didn't want to say the government can't do this.,50
160,I didn't want to say this is how you guys have to live because that's not for me to say.,88
161,"But I do believe that everybody in the United States and more broadly, people in the world who are having the rights violated by a government should have at least an understanding of how that is happening, what the authorities, sort of the policies and programs that are enabling that are so that they can protest them so that they can cast a vote about them so that they can't say, you know what?",397
162,"You guys say this is okay, but I disagree.",42
163,This is not okay.,17
164,I object and I want things to change.,37
165,And so I gathered evidence of what I believe to be criminal or unconstitutional activity in the part of the government.,119
166,"And I gave this to journalists, right?",38
167,"Now I gave this to journalists under a very strict condition here, which was that they publish no story in this archive of information simply because it was interesting, right?",176
168,"No clickbait, not anything just because they thought it would make news, it would get them awards.",98
169,They would only publish stories that they were willing to make an institutional judgment and stand behind.,106
170,And this was three different newspapers that it was in the public interest to know.,83
171,"And so then beyond that, there was additional, because if you could see sort of what I was doing here, what had happened, what had led us into this pitfall was that, um, the system of checks and balances that supposed to self-regulate our government had failed.",261
172,The courts had abdicated their role in policing the executive in the Congress because terrorism was such a hot argument at the time.,132
173,"They were worried about being criticized and blamed if something went wrong and attacked it, go through.",104
174,And they didn't have access to the information that the programs were ineffective.,82
175,So they were just taking the government's word for it.,54
176,And they didn't want to wait.,29
177,"And most of them didn't even know, right?",41
178,And the ones who did know it was the same thing.,48
179,They were getting their pockets stuffed with money by the defense contractors that were getting rich for building these systems that were violating the rights of each of us.,173
180,So they benefited by just saying nothing.,41
181,"And then the executive themselves, whether we're talking about Bush, right, whether we're talking about Obama or whether we're talking about Trump now, all these guys were okay with a constantly growing surveillance state because they're the ones whose hands were on the lever at the time.",289
182,They got to aim it.,19
183,They got to use it.,19
184,"If you had a little search box in front of you, they would give you the email history and everybody in the United States.",121
185,"Anybody you want, if you could pull up their text messages, anybody you want, if you could see anything they ever typed into that Google search box, right?",155
186,"Joe, what is the worst thing you've ever typed into that search box?",68
187,"That lasts forever, right?",26
188,And they have a record of that.,31
189,They can get that from Google.,30
190,And so this was this was the whole thing.,41
191,How do we correct for that?,27
192,"So when you have somebody who wants to inform the public of something, and we'll get into the proper channels arguments later, but you can't go through the institution to get these corrected because the institution knows it's wrong and is doing it anyway, right?",262
193,That's the whole origin of the program is they want to do something that they're not allowed to do.,99
194,What do you do?,15
195,Right?,6
196,I'm the president of secrets.,29
197,"I didn't want to just put this stuff on the internet and I could have them the technologists, right?",100
198,"I worked with the journalists and then to create an adversarial step, right?",76
199,"Someone who would argue against what I believed and hopefully with the journalists believe once they consulted the documents and basically authenticated them, can we get the government to play that role, right?",210
200,"And so before the journalists published any story, this is a controversial thing.",81
201,"People still criticize me for this, actually, they say I was too accommodated in government.",92
202,They could be right.,20
203,Is that the journalists would go to the government and give them warning.,73
204,"Say, we're about to run this story about this secret program that says you did X, Y, and Z bad thing.",101
205,"One, is that right?",19
206,"And the government always go, oh, no comment, right?",52
207,"Two, is this going to cause harm?",33
208,Is anybody going to get hurt?,29
209,Is this program effective?,26
210,"Is there something we don't understand, right?",46
211,Is there something snowed and doesn't understand?,49
212,Is this guy just not get it?,28
213,Right?,6
214,Are these documents fake?,25
215,Whatever you want.,18
216,Say we shouldn't run this story.,32
217,"And in every case, I'm aware of that process was followed.",58
218,"And that's why, right?",22
219,"Because there's a lot of people out there who don't like me, who criticize me, who go this person's safe, this cost, harm to people or whatever.",144
220,We're in 2019 now.,18
221,"I came forward and these stories won the Pulitzer Prize for Public Service Journalism, starting way back in June of 2013.",121
222,We've had six years to show bodies.,35
223,We've had six years to show harm.,33
224,"And you know, as well as I do, the government's happy to leak things when it's in their interest.",97
225,Nobody has been hurt as a result of these disclosures because everyone who was involved in them was so careful.,111
226,We wanted to maximize the public benefit while mitigating the potential risks.,78
227,And I think we did a pretty good job of it.,43
228,"But just to get back to the main thing, the original thing that got us off on that trail, when I came forward in June of 2013, I gave one interview to the people who were in the room with the documents, Laura Poitrus, Glenn Greenwald, you and McCaskel.",252
229,And I said who I was.,21
230,I said why I was doing this.,28
231,I said what this was about why it matters.,42
232,And that we were constructing a system of turnkey tyranny.,58
233,"And even if you trust that to Obama, you never know whose hand is going to be on that key next.",95
234,And all they have to do is turn it.,35
235,And there's nothing we can do to stop it.,41
236,"The only thing that's restraining these programs really is policy, more so than law.",84
237,And the president at any time can sign a napkin and those policies change.,74
238,"Well after that, I went six months without giving any interviews because I didn't want people to talk about me.",111
239,I wanted them to talk about what actually mattered.,51
240,And the government of course was trying very hard to change the conversation as they always do to be about who is this guy.,123
241,What have they done?,20
242,What's wrong with them?,23
243,What are their problems?,24
244,Who is this loony guy?,22
245,So they can controversialize the source of a story rather than having to confront the story itself.,99
246,And that's why I said I really kind of appreciate.,50
247,"You're take on the media and everything like that because when you don't tell your story, other people will tell it for you.",124
248,They'll say so many things about you and they'll have these misunderstandings like I did because of something stupid as the avatar that you were using on Twitter.,162
249,Where I think it's a certain kind of show with a certain kind of guy and it's this crazy stuff.,95
250,"But when I actually listened to you, when I actually look at the facts, right?",78
251,"And when I hear you just speak, I go, actually this is a thoughtful guy.",72
252,"Actually this is somebody who does care, who does want to look at these things deeply and appearances and our first impressions can be very misleading.",151
253,I work hard on that.,20
254,I try to mislead people.,24
255,It's good.,10
256,Works to my advantage.,22
257,"You're doing a good job, man.",29
258,Thank you.,10
259,I want to bring it back to when you first started with the NSA.,63
260,"You started as a contractor, right?",35
261,What was your initial impression and when did you know that things were really squirrely with the programs they run?,116
262,So I'm not saying this to put you on the spot.,46
263,I know you've been a busy guy.,30
264,I know you haven't done.,24
265,I think shows recently.,23
266,"You come back from break, right?",32
267,But have you read the book because it'll just help me put your book.,68
268,"If you haven't got a chance to read it, you can go.",51
269,"No, I have not read your book.",30
270,We've got a copy of it.,23
271,"OK, well I will send you a signed copy, brother.",48
272,Beautiful.,10
273,Thank you.,10
274,I hope you read it and I hope you enjoy it.,43
275,But all right.,14
276,So I had a really weird history in the intelligence community.,62
277,I grew up in a federal family.,30
278,"In the shadow for me, right?",28
279,All these little suburban communities in Maryland where basically the entire industry of the state is the federal government of all these different agencies.,157
280,"And then all the subcontractors, all the defense industries that serve that government really are kind of our war making machine, our system of control, forward the country and the world broadly.",195
281,All that stuff spreads and you know a couple hundred mile rays out of DC.,73
282,"My mother worked for the district courts, rather than the federal courts.",73
283,And it's kind of funny because she still works there.,53
284,And those are the courts that are trying to throw me a jail for the rest of my life now.,88
285,"My father worked for the Coast Guard, retired after 30 years.",61
286,My grandfather was an admiral and then he worked for the FBI.,61
287,"As far back as it goes, my family, my whole line of family, even generations back, was working for the government.",114
288,"So it was pretty ordinary, pretty expected for me to go into the same kind of work.",83
289,"I started, and I wasn't super successful in school because I felt, and you know this is the most arrogant thing in the world than anybody says, that I had more to learn from computers than I did from biology class.",214
290,And so I spent more and more time focusing on technology than I got mono and I dropped about high school.,105
291,"And now it's like, all right, how do I make this up?",52
292,"I say drop out of high school, but I'm actually going to community college, right?",82
293,They called it concurrent enrollment where I'm not taking any classes at high school.,85
294,I'm going to community college instead.,39
295,And I'm not doing that great there either.,42
296,"Like it's fine, you know I'm enjoying it, but you know school is school.",72
297,"I want, I can't wait to be grown.",33
298,You're bored.,13
299,"And I think a lot of people have felt that, but I ran into somebody at the community college who ran their own home based business doing web design.",148
300,"And they could see I was kind of technical and they went, hey, do you want to work for me?",90
301,"And I was like, well, that sounds great.",40
302,"And so I started doing web design really, really early on.",58
303,"This is like, gosh, I don't know, probably a 1998 vintage during the big boom and then the collapse of the follow.",114
304,"And the funny thing is she worked, she was married to an NSA analyst, a linguist, right?",88
305,And so she lived on Fort Mead and she ran her business out of their home on Fort Mead.,86
306,It's right up the street from the NSA.,38
307,"So before I'm even working there, I'm driving past this building all of the time and trying to figure out, you know, what the next step is going to be.",151
308,And I enjoy this.,17
309,It's a good thing for me and it works well.,43
310,"And I start getting trained and certified all these little industry stamps you've got to get as a technologist to say, oh, you know this program or whatever.",157
311,And just start climbing the ladder.,35
312,And then 9-11 happens.,22
313,And I'm on Fort Mead when 9-11 happens.,39
314,I'm just going to work.,23
315,"And I tell this in the book, in some detail.",44
316,And I think it's very much worth reading for people who don't know this because this has forgotten history.,107
317,How old were you at the time?,29
318,"No, gosh, I was born in 83.",27
319,So I was probably 18 years old.,31
320,"And yeah, yeah, I had just turned 18 a couple months before.",60
321,"And what people forget is who knew what was going on before anybody else on September 11th, the intelligence community, right?",126
322,"And what did they do, right?",28
323,Did they give out a public morning?,35
324,Did they tell you guys to evacuate?,35
325,Did they say do this at her?,28
326,"No, no, not for everybody, not for a long time.",47
327,"But at the NSA, then director of Michael Hayden, he was a general.",66
328,"He later became director of the CIA, ordered the entire campus evacuated of thousands, tens of thousands of people, actually, and just said, go home, right?",156
329,The CIA did the same thing.,27
330,They were running on skeleton crews.,36
331,"At the moment, the country needed them more than they ever had, right?",70
332,"And I get a call, well, and I hear a call that's from my boss's wife, her husband to her.",89
333,"He's calling from the NSA and saying, hey, I think Ed should leave for the day because I'm the only employee of this business besides her.",138
334,Because I think they're going to close the base down.,53
335,"I'm like, this is crazy.",24
336,It never closes down.,21
337,We don't know what's happening.,31
338,"Then we start checking the news, which is through websites, right?",66
339,Because we're doing all this stuff.,35
340,"And suddenly, it's the big story everywhere.",44
341,And nobody understands how big it is yet.,41
342,"Most of us are like, oh, it's going to mess with our workday.",61
343,"Oh, it's going to mess with our commute.",40
344,"But when I'm leaving, I hear car horns all over the base.",57
345,It's the craziest thing.,24
346,"Because this is a military base, right?",39
347,It's right outside the NSA.,27
348,"And I enter just this absolute state of pandemonium as I go past canine road, which is the road that travels right in front of the NSA's headquarters.",150
349,And it's just a parking lot as far as you can see.,50
350,They have military police out under the stoplights directing traffic.,69
351,Because it's this massive actuation.,36
352,"And I still have no idea what's happening, like the story is still developing.",78
353,But I will never forget that image.,35
354,Why did these people have so much power and so much money and so much authority?,80
355,"That at the moments we need them the most, they're the first ones in the country that are leaving their buildings.",114
356,"And later on, they said, and this is covered in a book, I believe.",66
357,"I think it's James Bamford, who interviewed that director of NSA who gave that order about what was happening.",110
358,"He was going, well, he called his wife and he was asking where their kids were and everything like that.",104
359,"And then after that, he wanted to think about, well, where could these other planes that they knew were in the air that hadn't struck yet?",138
360,Where could they be headed?,27
361,And this sort of shows how self-centric the intelligence community is.,70
362,"This is the DC metro area, right?",33
363,"They get at the White House, they get hit Congress, they get at the Supreme Court, right?",89
364,"And they go, oh, they're going to fly their planes into the CIA headquarters.",77
365,So they're going to fly their planes into the NSA headquarters.,63
366,"And of course, it was never realistic that these would be the targets.",70
367,"But on that basis, they were like, oh, let's get our bacon out of the pan.",74
368,But why don't say this?,23
369,"I'm sorry, but in the interest of what wasn't it possible that they could have attacked those places?",101
370,"I mean, they attacked the Pentagon.",35
371,They knew that there was attacks.,33
372,"Look, it's absolutely possible.",31
373,They could have attacked your denies.,37
374,But it's a question of risk assessment.,39
375,"If you have planes in the air, if you believe there's an ongoing terrorist attack in the United States right now, and if you have built history's greatest surveillance agencies, right?",184
376,"The most powerful intelligence forces in the history of the species, you are going to take those off the board, or at least the majority of their personnel off the board then, in the chance that you have no sort of grounds for substantiating that they could be targeting you to begin with simply because they could.",315
377,While somebody else will get hit with those.,44
378,"As you say, it's going to be the Pentagon, right?",49
379,It's going to be the World Trade Center.,40
380,It's going to be someone somewhere.,35
381,"And the more minutes you're in front of that desk, the higher the chances, even if it's a very small chance, even if it's somebody who doesn't work on terrorism, right?",168
382,"If it's somebody who normally works finance in North Korea, right?",66
383,"But they go, look, this is emergency.",37
384,Everybody understands you don't need to explain this.,53
385,You just go stop what you're doing.,35
386,Look at financial transactions related to who purchased these plane tickets.,76
387,Do this.,8
388,You just go full spectrum and go anything you can do right now.,63
389,"If the building gets hit, we get hit.",37
390,That's what we signed up for.,29
391,"Nobody wants that, right?",25
392,That's not the desired outcome.,31
393,"But if they had asked the staff to do then, they all would have agreed.",71
394,That's what these people signed up to do.,41
395,"And yet the director goes, no, we're just, just no.",51
396,We're not going to take that right.,35
397,"And this is, I think it says so much about the bureaucratic character of how government works, right?",101
398,The people who rise to the top of these governments.,52
399,"It's about risk management for them, right?",43
400,It's about never being criticized for something.,48
401,"And this is, look, if we want to get really controversial, this is something that'll haunt me because people will bring it up again and again and again.",152
402,"People ask about, you know, people still criticize me.",54
403,"In the book, you know, I talk about aliens and chemtrails and things like that.",79
404,"And the fact that there, there's no evidence for that.",54
405,"I went looking on the network, right?",37
406,"And I know, Joe, I know.",24
407,You want there to be aliens?,28
408,I do.,5
409,I know Neil deGrasse Tyson badly wants there to be aliens.,58
410,"And there probably are, right?",30
411,"But the idea that we're hiding them, if we are hiding them, I had ridiculous access to the networks of the NSA, the CIA, the military, all these groups.",152
412,"I couldn't find anything, right?",32
413,"So if it's hidden, and it could be hidden, it's hidden really damn well, even from people who are on the inside.",112
414,"But the main thing is conspiracy theories, right?",49
415,Everybody wants to believe in conspiracy theories because it helps life make sense.,83
416,"It helps us believe that somebody is in control, right?",55
417,"That somebody is calling the shots, that these things all happen for a reason, this, that, and the other.",105
418,"There are real conspiracies, but they're not typically, you know, that they've got tens of thousands of people working on them unless you're talking about the existence of the intelligence community itself, which is basically constructed on the idea that you can get, I think there's four million or 1.4 million people in the United States who hold security clearances.",369
419,"And you can get all of these people to not talk ever, to journalists, to mistatter the other.",93
420,"But when you look back at the 9-11 report, and when you look back at the history of what actually happened, what we can prove, right?",133
421,"Not what we can speculate on, but what are at least the commonly agreed facts.",78
422,"It's very clear to me as someone who worked in the intelligence community, not during this period, of course, I was too young, but very shortly thereafter, that these attacks could have been prevented.",201
423,"And in fact, the government says this too, but the government goes, the reason that they, these attacks happen, the reason that they weren't prevented, is what they call stove piping, right?",190
424,There was not enough sharing.,29
425,They needed to break down the walls and the restrictions that were chaining these poor patriots at the NSA and the CIA and the FBI from all working on the same team.,165
426,"And to some extent, they're correct on this, right?",51
427,"There were limits on the way agencies were supposed to play ball with each other, but I worked there and I know how much of this is bullshit and how much of this is not.",169
428,"Those are procedural and policy limits, in some cases, legal limits on what can be shared without following a process, without doing this to that or the other, without basically asking for permission without getting a sign off or anything like that.",249
429,"If the FBI wanted to send absolutely everything they had to the CIA, they could have done so.",93
430,"If the CIA wanted to send everything they had to the FBI, they could have done so.",82
431,They didn't and people died as a result.,40
432,"Now government goes, bureaucratic procedural realism was responsible and it's because we had too many restrictions on the intelligence community and this is what led to the world post 9-11 where all of our rights sort of evaporated was they went well, restrictions on what these agencies can do are costing lives.",313
433,"Therefore naturally we just have to unchain these guys and everything will be better, right?",92
434,"And if you remember that post 9-11 moment, you can understand how that actually could come off as persuasive, how that might be a kind of thing to go, you go, all right, well, that makes sense because everybody was terrified, right?",232
435,There were people quite quickly who got their heads back on their shoulders the right way.,90
436,"There were some of them who never lost their heads at all and who protested the Iraq war at the same time, my don't self was signing up to go fight it, volunteering for the Army and we're getting into that in a minute.",218
437,"But everything that has followed in the decades past came from the fact that in a moment of fear we lost our heads and we abandoned all the traditional constitutional restraints that we put on these agencies and we abandoned all of the traditional political restraints and just social constraints, ideological systems of belief about the limitations that the secret police should have in a free and open society.",412
438,"And we went look, you know, terrorists, we created shows like 24 and Jack Bauer where he's like threatening knife people's eyeballs out if they won't tell him this that or the other.",182
439,And we entered this era of increasingly unlimited government as a result.,73
440,"And now in hindsight we go, we should have been surprised.",58
441,"But at the time everyone, everyone panicked, right?",51
442,"But if you go back to, did that help?",37
443,"And we know the answer now is in fact, no, it did not.",54
444,It made things worse.,21
445,I don't think any historian is going to look at the Bush administration and go this improved the position of the United States and the world.,141
446,"But if you go back, you know, wind back the tape to that pre-911 moment, wind back the tape to those silos and those walls that they said needed to come down because that was restraining government.",198
447,"Instead of the rules, they said, well, you can share these things, but there's got to be a basis.",97
448,There's got to be a justification.,34
449,"You've got to go, why are we trading people's information like baseball cards and all of this stuff?",100
450,It's super easy as an intelligence officer to justify sharing information about a suspected terrorist who you think is planning to kill people or is even just in a country they shouldn't be or a place they shouldn't be.,219
451,You're doing something you don't think they should be with another agency because no one's going to question that.,114
452,A judge isn't going to question that.,37
453,Any judge in the world will stand that warrant without even thinking about it and go to bed that night without caring the world because you're not spying on a journalist.,170
454,"You're not spying on a human rights defender, right?",52
455,This is not an edge case.,25
456,This is someone that you believe to be associated with al Qaeda or whatever.,76
457,"Now, this is all a lot of preamble to say that essential fact.",62
458,Government agrees.,18
459,Everyone agrees the tax probably could have been prevented if information had been shared.,90
460,Why wasn't the information shared?,34
461,Government says information wasn't shared because of these restrictions and it's half true because every important lie has some criminal truth to it.,149
462,And there were these barriers.,30
463,But the reality is why were those barriers respected in the case of a major terrorist plot?,91
464,Why wasn't the CIA sharing information with the FBI?,52
465,Why wasn't the FBI sharing information with the NSA?,52
466,Why was the NSA sharing information with the CIA in the case of a major terrorist plot?,87
467,"And if you've worked in government, if you've worked in the intelligence community, if you work in any large institution, if you work at a company that sells batteries, you know that every office is fighting the other office for budget, for cloud, for promotions.",263
468,And this is the sad reality of what actually happened.,54
469,Every one of those agencies wanted to be the guy who busted the plot.,69
470,They wanted to be the one who got credit for it.,48
471,And they didn't realize how serious it was until it was too late because they were competing with each other rather than cooperating with each other.,149
472,That's exactly what I was going to ask you if that was the issue.,65
473,"The competition between these agencies, because they are very proud of the CIA accomplishing something or the FBI accomplishing something and they want to be the one to take credit for that.",190
474,Yeah.,5
475,"And I mean, I think it's important to, like, in their defense because nobody else here is going to provide defense for them, is that that's actually darkly human.",162
476,"Again, this happens in every industry.",38
477,"This happens in every sort of big corporate thing because you want to get promoted and you know, everybody's putting in their like achievements at the end of the year for what they did.",185
478,"And if you're the guy who does that, you're going straight to the top.",70
479,But their solution instead of...,32
480,So we have a weird delay here for folks that are listening.,59
481,"So their solution instead of having someone be responsible for bridging the gap and providing that information to each individual agency, their solution was mass surveillance.",175
482,"Well, no, they're different things.",35
483,"This is 9-11 is what woke these guys up, basically.",51
484,"And they went, well, we screwed up and Americans died as a result.",66
485,We really don't want to take the hit on them.,45
486,"And to be honest, the government had no interest in putting the hit on them.",76
487,"To be honest, the public had no interest in putting the hit on them at the time because everybody understood terrorism is a real thing.",135
488,"There are bad people in the world and that's true, right?",57
489,That will always be true.,25
490,There's always going to be criminals.,37
491,There's always going to be terrorists.,38
492,"Whether they're at your church, whether they're across the ocean, there are people out there who are angry, they're disenfranchised, they're violent, and they just want.",169
493,"To harm something, they want to change something even in a negative way because that's what they feel is all they have left, which these are criminals, right?",158
494,These are people that we don't need to pity.,44
495,"But if we ever want to stop it, we do need to understand it and where those things come from, where there's drives come from in the first place.",144
496,"But basically everybody went, all right, how do we stop this?",61
497,Because nobody wants to feel unsafe.,36
